hashname,20250412_PC_gNODE_sweep_latent_size,_max_epochs,_seed,_lr,_weight_decay,_encoder_size,_file_index,_vf_hidden_size,_vf_num_layers,_output_nonlinearity,_heldin_size,_heldout_size,_alpha,_n_heldin,_n_heldout,_fr_scaling,_rect_func,_obs_noise,_dispersion
4c485089,64,500,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
849e5565,256,500,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
3cdf23ce,32,500,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
3d84f657,128,500,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
95e869f5,512,500,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
4c485089,64,500,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
849e5565,256,500,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
87cad0a3,32,500,0,1.00E-04,1.00E-04,128,10,,,None,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
95e869f5,512,500,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
87cad0a3,32,500,0,1.00E-04,1.00E-04,128,10,,,None,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
1f5ba8c6,64,500,0,1.00E-04,1.00E-04,128,10,,,None,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
1f5ba8c6,64,500,0,1.00E-04,1.00E-04,128,10,,,None,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
ac2cd44c,128,500,0,1.00E-04,1.00E-04,128,10,,,None,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
ac2cd44c,128,500,0,1.00E-04,1.00E-04,128,10,,,None,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
51898186,256,500,0,1.00E-04,1.00E-04,128,10,,,None,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
51898186,256,500,0,1.00E-04,1.00E-04,128,10,,,None,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
27ea651f,512,500,0,1.00E-04,1.00E-04,128,10,,,None,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
27ea651f,512,500,0,1.00E-04,1.00E-04,128,10,,,None,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
2650a493,32,501,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
2650a493,32,501,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
472d76b9,64,501,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
472d76b9,64,501,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
d12d0fcb,128,501,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
d12d0fcb,128,501,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
59aafcad,256,501,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
59aafcad,256,501,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
ff5116ad,512,501,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
ff5116ad,512,501,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
0517d079,32,501,0,1.00E-04,1.00E-04,128,10,,,None,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
0517d079,32,501,0,1.00E-04,1.00E-04,128,10,,,None,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
d1e41d15,64,501,0,1.00E-04,1.00E-04,128,10,,,None,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
d1e41d15,64,501,0,1.00E-04,1.00E-04,128,10,,,None,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
5cc314ac,128,501,0,1.00E-04,1.00E-04,128,10,,,None,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
5cc314ac,128,501,0,1.00E-04,1.00E-04,128,10,,,None,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
9cfa68af,256,501,0,1.00E-04,1.00E-04,128,10,,,None,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
9cfa68af,256,501,0,1.00E-04,1.00E-04,128,10,,,None,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
822fb8eb,512,501,0,1.00E-04,1.00E-04,128,10,,,None,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
822fb8eb,512,501,0,1.00E-04,1.00E-04,128,10,,,None,200,300,,200,100,1.00E+00,softplus,poisson,1.00E+00
01745b0e,3,500,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
57420c5d,10,500,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
19f85d76,5,500,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
5507ff92,2,500,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
b7f1d587,32,500,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
01745b0e,3,500,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
57420c5d,10,500,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
19f85d76,5,500,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
5507ff92,2,500,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
b7f1d587,32,500,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
a9c6abc0,64,500,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
a9c6abc0,64,500,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
398e186f,2,500,0,2.00E-03,0,128,10,128,3,None,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
ee6f4460,3,500,0,2.00E-03,0,128,10,128,3,None,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
ee6f4460,3,500,0,2.00E-03,0,128,10,128,3,None,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
398e186f,2,500,0,2.00E-03,0,128,10,128,3,None,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
23a73c5f,5,500,0,2.00E-03,0,128,10,128,3,None,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
23a73c5f,5,500,0,2.00E-03,0,128,10,128,3,None,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
44cb59e9,10,500,0,2.00E-03,0,128,10,128,3,None,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
44cb59e9,10,500,0,2.00E-03,0,128,10,128,3,None,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
e3c824c4,32,500,0,2.00E-03,0,128,10,128,3,None,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
e3c824c4,32,500,0,2.00E-03,0,128,10,128,3,None,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
b8b48028,64,500,0,2.00E-03,0,128,10,128,3,None,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
b8b48028,64,500,0,2.00E-03,0,128,10,128,3,None,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
662d3bc2,2,501,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
662d3bc2,2,501,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
c41cfd0f,3,501,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
c41cfd0f,3,501,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
fbd661a2,5,501,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
fbd661a2,5,501,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
f45a1eb6,10,501,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
f45a1eb6,10,501,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
4781235d,32,501,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
4781235d,32,501,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
5b5eed4c,64,501,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
5b5eed4c,64,501,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
a7380367,2,501,0,2.00E-03,0,128,10,128,3,None,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
a7380367,2,501,0,2.00E-03,0,128,10,128,3,None,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
6fabb7c5,3,501,0,2.00E-03,0,128,10,128,3,None,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
6fabb7c5,3,501,0,2.00E-03,0,128,10,128,3,None,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
4b386e39,5,501,0,2.00E-03,0,128,10,128,3,None,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
4b386e39,5,501,0,2.00E-03,0,128,10,128,3,None,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
140c6e8f,10,501,0,2.00E-03,0,128,10,128,3,None,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
140c6e8f,10,501,0,2.00E-03,0,128,10,128,3,None,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
fd514f56,32,501,0,2.00E-03,0,128,10,128,3,None,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
fd514f56,32,501,0,2.00E-03,0,128,10,128,3,None,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
4c2d6827,64,501,0,2.00E-03,0,128,10,128,3,None,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
4c2d6827,64,501,0,2.00E-03,0,128,10,128,3,None,200,300,5.00E-02,200,100,1.00E+00,softplus,poisson,1.00E+00
7f66f908,3,500,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,200,300,1.00E-01,200,100,1.00E+00,softplus,poisson,1.00E+00
35c1a647,32,500,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,200,300,1.00E-01,200,100,1.00E+00,softplus,poisson,1.00E+00
2ebdff45,5,500,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,200,300,1.00E-01,200,100,1.00E+00,softplus,poisson,1.00E+00
42f0c8e5,10,500,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,200,300,1.00E-01,200,100,1.00E+00,softplus,poisson,1.00E+00
f5bb38d1,64,500,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,200,300,1.00E-01,200,100,1.00E+00,softplus,poisson,1.00E+00
c13a73bf,2,500,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,200,300,1.00E-01,200,100,1.00E+00,softplus,poisson,1.00E+00
2ebdff45,5,500,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,200,300,1.00E-01,200,100,1.00E+00,softplus,poisson,1.00E+00
f5bb38d1,64,500,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,200,300,1.00E-01,200,100,1.00E+00,softplus,poisson,1.00E+00
35c1a647,32,500,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,200,300,1.00E-01,200,100,1.00E+00,softplus,poisson,1.00E+00
c13a73bf,2,500,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,200,300,1.00E-01,200,100,1.00E+00,softplus,poisson,1.00E+00
42f0c8e5,10,500,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,200,300,1.00E-01,200,100,1.00E+00,softplus,poisson,1.00E+00
7f66f908,3,500,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,200,300,1.00E-01,200,100,1.00E+00,softplus,poisson,1.00E+00
eaa8c796,64,500,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.00E+00,softplus,poisson,1.00E+00
b15058d9,32,500,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.00E+00,softplus,poisson,1.00E+00
83df3de8,256,500,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.00E+00,softplus,poisson,1.00E+00
599d7410,512,500,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.00E+00,softplus,poisson,1.00E+00
f9b9eed0,32,501,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.00E+00,softplus,poisson,1.00E+00
d82cf1d3,128,500,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.00E+00,softplus,poisson,1.00E+00
b15058d9,32,500,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.00E+00,softplus,poisson,1.00E+00
83df3de8,256,500,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.00E+00,softplus,poisson,1.00E+00
eaa8c796,64,500,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.00E+00,softplus,poisson,1.00E+00
d82cf1d3,128,500,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.00E+00,softplus,poisson,1.00E+00
599d7410,512,500,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.00E+00,softplus,poisson,1.00E+00
f9b9eed0,32,501,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.00E+00,softplus,poisson,1.00E+00
6496136e,64,501,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.00E+00,softplus,poisson,1.00E+00
6496136e,64,501,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.00E+00,softplus,poisson,1.00E+00
5d123f08,128,501,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.00E+00,softplus,poisson,1.00E+00
5d123f08,128,501,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.00E+00,softplus,poisson,1.00E+00
39ca03fc,256,501,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.00E+00,softplus,poisson,1.00E+00
39ca03fc,256,501,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.00E+00,softplus,poisson,1.00E+00
5e371ba8,512,501,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.00E+00,softplus,poisson,1.00E+00
5e371ba8,512,501,0,1.00E-04,1.00E-04,128,10,,,torch.nn.functional.softplus,280,300,,280,20,1.00E+00,softplus,poisson,1.00E+00
536c050b,32,500,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,280,300,1.00E-01,280,20,1.00E+00,softplus,poisson,1.00E+00
87244eb0,5,500,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,280,300,1.00E-01,280,20,1.00E+00,softplus,poisson,1.00E+00
3d41d2b1,3,500,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,280,300,1.00E-01,280,20,1.00E+00,softplus,poisson,1.00E+00
7c029f3f,64,500,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,280,300,1.00E-01,280,20,1.00E+00,softplus,poisson,1.00E+00
3a1c93f5,10,500,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,280,300,1.00E-01,280,20,1.00E+00,softplus,poisson,1.00E+00
99eb3cdc,2,500,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,280,300,1.00E-01,280,20,1.00E+00,softplus,poisson,1.00E+00
99eb3cdc,2,500,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,280,300,1.00E-01,280,20,1.00E+00,softplus,poisson,1.00E+00
3a1c93f5,10,500,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,280,300,1.00E-01,280,20,1.00E+00,softplus,poisson,1.00E+00
87244eb0,5,500,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,280,300,1.00E-01,280,20,1.00E+00,softplus,poisson,1.00E+00
7c029f3f,64,500,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,280,300,1.00E-01,280,20,1.00E+00,softplus,poisson,1.00E+00
3d41d2b1,3,500,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,280,300,1.00E-01,280,20,1.00E+00,softplus,poisson,1.00E+00
536c050b,32,500,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,280,300,1.00E-01,280,20,1.00E+00,softplus,poisson,1.00E+00
c7a1b705,2,501,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,280,300,1.00E-01,280,20,1.00E+00,softplus,poisson,1.00E+00
c7a1b705,2,501,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,280,300,1.00E-01,280,20,1.00E+00,softplus,poisson,1.00E+00
d00662c5,3,501,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,280,300,1.00E-01,280,20,1.00E+00,softplus,poisson,1.00E+00
d00662c5,3,501,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,280,300,1.00E-01,280,20,1.00E+00,softplus,poisson,1.00E+00
b8751e26,5,501,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,280,300,1.00E-01,280,20,1.00E+00,softplus,poisson,1.00E+00
b6e5db47,10,501,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,280,300,1.00E-01,280,20,1.00E+00,softplus,poisson,1.00E+00
b8751e26,5,501,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,280,300,1.00E-01,280,20,1.00E+00,softplus,poisson,1.00E+00
b6e5db47,10,501,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,280,300,1.00E-01,280,20,1.00E+00,softplus,poisson,1.00E+00
83c15e0b,32,501,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,280,300,1.00E-01,280,20,1.00E+00,softplus,poisson,1.00E+00
83c15e0b,32,501,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,280,300,1.00E-01,280,20,1.00E+00,softplus,poisson,1.00E+00
64358cd7,64,501,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,280,300,1.00E-01,280,20,1.00E+00,softplus,poisson,1.00E+00
64358cd7,64,501,0,2.00E-03,0,128,10,64,3,torch.nn.functional.softplus,280,300,1.00E-01,280,20,1.00E+00,softplus,poisson,1.00E+00
5be79c3c,32,500,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
7d37cc9b,5,500,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
91a47db1,10,500,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
188ab288,3,500,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
7a31afc2,2,500,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
5be79c3c,32,500,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
7d37cc9b,5,500,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
188ab288,3,500,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
91a47db1,10,500,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
7a31afc2,2,500,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
5d4dfe4a,64,500,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
5d4dfe4a,64,500,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
49e261a4,2,500,0,2.00E-03,0,128,10,128,3,None,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
49e261a4,2,500,0,2.00E-03,0,128,10,128,3,None,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
d427903d,3,500,0,2.00E-03,0,128,10,128,3,None,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
d427903d,3,500,0,2.00E-03,0,128,10,128,3,None,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
5f1af55e,5,500,0,2.00E-03,0,128,10,128,3,None,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
5f1af55e,5,500,0,2.00E-03,0,128,10,128,3,None,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
b5390459,10,500,0,2.00E-03,0,128,10,128,3,None,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
b5390459,10,500,0,2.00E-03,0,128,10,128,3,None,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
964dd9a7,32,500,0,2.00E-03,0,128,10,128,3,None,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
964dd9a7,32,500,0,2.00E-03,0,128,10,128,3,None,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
02a69630,64,500,0,2.00E-03,0,128,10,128,3,None,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
02a69630,64,500,0,2.00E-03,0,128,10,128,3,None,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
106f9119,2,501,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
106f9119,2,501,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
2c321edb,3,501,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
2c321edb,3,501,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
fd988c4f,5,501,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
fd988c4f,5,501,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
baf7dedf,10,501,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
baf7dedf,10,501,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
72a3d0b9,32,501,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
72a3d0b9,32,501,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
04e7df0e,64,501,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
1a17da42,2,501,0,2.00E-03,0,128,10,128,3,None,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
1a17da42,2,501,0,2.00E-03,0,128,10,128,3,None,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
04e7df0e,64,501,0,2.00E-03,0,128,10,128,3,torch.nn.functional.softplus,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
a4d81a60,3,501,0,2.00E-03,0,128,10,128,3,None,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
a4d81a60,3,501,0,2.00E-03,0,128,10,128,3,None,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
357597a4,5,501,0,2.00E-03,0,128,10,128,3,None,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
357597a4,5,501,0,2.00E-03,0,128,10,128,3,None,250,300,5.00E-02,250,50,1.00E+00,softplus,poisson,1.00E+00
