hashname,20250413_PClicks_NoisyGRU_final2_latent_size,_max_epochs,_seed,_lr,_weight_decay,_encoder_size,_file_index,_output_nonlinearity,_heldin_size,_heldout_size,_n_heldin,_n_heldout,_fr_scaling,_rect_func,_obs_noise,_dispersion,_alpha,_vf_hidden_size,_vf_num_layers,state_r2,rate_r2,co-bps,cycle_con
58f98661,5,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9984553456306458,0.9904471039772034,0.2254486382007599,0.9986592531204224
dad1868e,32,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9756420850753784,0.9939014315605164,0.22660250961780548,0.9906249642372131
cf88fd13,3,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9940274357795715,0.9753738641738892,0.22228996455669403,1.0
58f98661,5,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9984553456306458,0.9904471039772034,0.2254486382007599,0.9986592531204224
d2134b59,2,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9970464110374451,0.9678466320037842,0.2213325947523117,1.0
fbf8412f,10,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.997093141078949,0.9948998689651489,0.2265639305114746,0.9990353584289551
2b764c8f,64,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.8797339200973511,0.9918853640556335,0.2262696474790573,0.9430374503135681
2b764c8f,64,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.8797339200973511,0.9918853640556335,0.2262696474790573,0.9430374503135681
f72b5ec1,2,500,0,0.002,0.0,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9970561265945435,0.9678436517715454,0.22133313119411469,1.0
f72b5ec1,2,500,0,0.002,0.0,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9970561265945435,0.9678436517715454,0.22133313119411469,1.0
f3135e0e,3,500,0,0.002,0.0,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9942939877510071,0.9753749370574951,0.2222897857427597,1.0
f3135e0e,3,500,0,0.002,0.0,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9942939877510071,0.9753749370574951,0.2222897857427597,1.0
f7735c9f,5,500,0,0.002,0.0,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9984709024429321,0.9904463887214661,0.2254486382007599,0.9986588358879089
f7735c9f,5,500,0,0.002,0.0,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9984709024429321,0.9904463887214661,0.2254486382007599,0.9986588358879089
19f3a445,10,500,0,0.002,0.0,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9970906376838684,0.9949016571044922,0.2265658974647522,0.9990306496620178
19f3a445,10,500,0,0.002,0.0,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9970906376838684,0.9949016571044922,0.2265658974647522,0.9990306496620178
7888a8da,32,500,0,0.002,0.0,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9756456613540649,0.993914008140564,0.22660215198993683,0.9906934499740601
ae6ee5a7,64,500,0,0.002,0.0,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.8799808621406555,0.9919033050537109,0.2262708842754364,0.9428931474685669
7888a8da,32,500,0,0.002,0.0,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9756456613540649,0.993914008140564,0.22660215198993683,0.9906934499740601
ae6ee5a7,64,500,0,0.002,0.0,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.8799808621406555,0.9919033050537109,0.2262708842754364,0.9428931474685669
f9d4a623,2,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9971268773078918,0.9678571224212646,0.22134390473365784,1.0
3dcc0bde,3,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9955072999000549,0.9767736196517944,0.22255124151706696,1.0
f9d4a623,2,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9971268773078918,0.9678571224212646,0.22134390473365784,1.0
3dcc0bde,3,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9955072999000549,0.9767736196517944,0.22255124151706696,1.0
b71b8007,5,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9984570145606995,0.9903308749198914,0.22542299330234528,0.9995356798171997
b71b8007,5,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9984570145606995,0.9903308749198914,0.22542299330234528,0.9995356798171997
d4bbc563,10,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9970272183418274,0.9944872260093689,0.22650130093097687,0.9990391135215759
d4bbc563,10,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9970272183418274,0.9944872260093689,0.22650130093097687,0.9990391135215759
9558aa27,32,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9749911427497864,0.9928735494613647,0.2264052927494049,0.9904763102531433
9558aa27,32,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9749911427497864,0.9928735494613647,0.2264052927494049,0.9904763102531433
c716fa68,64,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.8808019757270813,0.9921646118164062,0.226322203874588,0.944242000579834
c716fa68,64,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.8808019757270813,0.9921646118164062,0.226322203874588,0.944242000579834
64137f30,2,501,0,0.002,0.0,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.997088611125946,0.96784907579422,0.2213430106639862,1.0
64137f30,2,501,0,0.002,0.0,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.997088611125946,0.96784907579422,0.2213430106639862,1.0
92985aca,3,501,0,0.002,0.0,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.995357871055603,0.976779580116272,0.22255124151706696,1.0
92985aca,3,501,0,0.002,0.0,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.995357871055603,0.976779580116272,0.22255124151706696,1.0
3be8590d,5,501,0,0.002,0.0,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9983958601951599,0.9903346300125122,0.22542406618595123,0.9995360970497131
3be8590d,5,501,0,0.002,0.0,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9983958601951599,0.9903346300125122,0.22542406618595123,0.9995360970497131
b9a657d3,32,501,0,0.002,0.0,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9748598337173462,0.9928545951843262,0.22640152275562286,0.9896523952484131
b19a3bbc,10,501,0,0.002,0.0,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.996998131275177,0.9944844245910645,0.22650201618671417,0.9990333914756775
b9a657d3,32,501,0,0.002,0.0,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9748598337173462,0.9928545951843262,0.22640152275562286,0.9896523952484131
b19a3bbc,10,501,0,0.002,0.0,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.996998131275177,0.9944844245910645,0.22650201618671417,0.9990333914756775
695349be,64,501,0,0.002,0.0,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.881068766117096,0.9921422004699707,0.2263152152299881,0.944542407989502
695349be,64,501,0,0.002,0.0,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.881068766117096,0.9921422004699707,0.2263152152299881,0.944542407989502
b08fb16f,64,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8292465209960938,0.4663735330104828,0.09675879031419754,0.9967514872550964
d4c93c2c,128,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.7932630777359009,0.5233475565910339,0.10729087889194489,0.9972323179244995
6cd9fb81,256,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8046620488166809,0.6606522798538208,0.1398250311613083,0.9948041439056396
9bee8551,32,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8806248903274536,0.48938503861427307,0.09979578107595444,0.9980942606925964
141ebfef,512,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8298408389091492,0.7093183398246765,0.1505649834871292,0.9993153810501099
99533ba3,32,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8901799321174622,0.4923642575740814,0.10042260587215424,0.9980628490447998
b08fb16f,64,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8292465209960938,0.4663735330104828,0.09675879031419754,0.9967514872550964
6cd9fb81,256,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8046620488166809,0.6606522798538208,0.1398250311613083,0.9948041439056396
9bee8551,32,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8806248903274536,0.48938503861427307,0.09979578107595444,0.9980942606925964
141ebfef,512,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8298408389091492,0.7093183398246765,0.1505649834871292,0.9993153810501099
d4c93c2c,128,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.7932630777359009,0.5233475565910339,0.10729087889194489,0.9972323179244995
99533ba3,32,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8901799321174622,0.4923642575740814,0.10042260587215424,0.9980628490447998
e2ba8806,64,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.9121124148368835,0.4173153042793274,0.08255770057439804,0.9971321225166321
2fe1636c,128,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8290951251983643,0.44780653715133667,0.08836206048727036,0.9978986382484436
2fe1636c,128,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8290951251983643,0.44780653715133667,0.08836206048727036,0.9978986382484436
e2ba8806,64,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.9121124148368835,0.4173153042793274,0.08255770057439804,0.9971321225166321
c89d03ff,256,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.7745296955108643,0.4574730396270752,0.09342078119516373,0.9977529644966125
c89d03ff,256,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.7745296955108643,0.4574730396270752,0.09342078119516373,0.9977529644966125
1c2b2641,512,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8365561962127686,0.5375609397888184,0.10963660478591919,0.9993197917938232
1c2b2641,512,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8365561962127686,0.5375609397888184,0.10963660478591919,0.9993197917938232
60d37760,5,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9983736276626587,0.9899305701255798,0.22525331377983093,0.9989718794822693
833b4a48,32,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9751358032226562,0.994117021560669,0.22648577392101288,0.9836282730102539
8e46ce51,2,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9977766871452332,0.9686850905418396,0.221357062458992,1.0
de05d2bf,3,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9985772371292114,0.9796417951583862,0.22304221987724304,1.0
e7d7f51c,10,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9973187446594238,0.9938628673553467,0.22625456750392914,0.9992150068283081
8e46ce51,2,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9977766871452332,0.9686850905418396,0.221357062458992,1.0
60d37760,5,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9983736276626587,0.9899305701255798,0.22525331377983093,0.9989718794822693
e7d7f51c,10,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9973187446594238,0.9938628673553467,0.22625456750392914,0.9992150068283081
de05d2bf,3,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9985772371292114,0.9796417951583862,0.22304221987724304,1.0
833b4a48,32,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9751358032226562,0.994117021560669,0.22648577392101288,0.9836282730102539
1427d2f3,64,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.8594866991043091,0.9915620684623718,0.22607220709323883,0.911969780921936
1427d2f3,64,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.8594866991043091,0.9915620684623718,0.22607220709323883,0.911969780921936
332f2ac9,2,500,0,0.002,0.0,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9976608157157898,0.9686790108680725,0.22135670483112335,1.0
332f2ac9,2,500,0,0.002,0.0,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9976608157157898,0.9686790108680725,0.22135670483112335,1.0
ba82a6d1,3,500,0,0.002,0.0,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9985552430152893,0.9796425700187683,0.22304238379001617,1.0
ba82a6d1,3,500,0,0.002,0.0,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9985552430152893,0.9796425700187683,0.22304238379001617,1.0
4538ffaf,5,500,0,0.002,0.0,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9983782172203064,0.9899306297302246,0.22525474429130554,0.9989711046218872
78234dfb,10,500,0,0.002,0.0,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9972668886184692,0.9938620328903198,0.226254403591156,0.9992140531539917
4538ffaf,5,500,0,0.002,0.0,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9983782172203064,0.9899306297302246,0.22525474429130554,0.9989711046218872
78234dfb,10,500,0,0.002,0.0,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9972668886184692,0.9938620328903198,0.226254403591156,0.9992140531539917
0c340819,32,500,0,0.002,0.0,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9750730395317078,0.9940974712371826,0.2264832705259323,0.9836379289627075
0c340819,32,500,0,0.002,0.0,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9750730395317078,0.9940974712371826,0.2264832705259323,0.9836379289627075
f1f50dbb,64,500,0,0.002,0.0,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.8593476414680481,0.9915709495544434,0.22607776522636414,0.9120347499847412
f1f50dbb,64,500,0,0.002,0.0,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.8593476414680481,0.9915709495544434,0.22607776522636414,0.9120347499847412
f3657ba0,2,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9974672198295593,0.9681687355041504,0.2213181108236313,1.0
f3657ba0,2,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9974672198295593,0.9681687355041504,0.2213181108236313,1.0
ea333e5e,3,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9985013008117676,0.9793704748153687,0.2230350375175476,1.0
ea333e5e,3,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9985013008117676,0.9793704748153687,0.2230350375175476,1.0
a83d6aff,5,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9983240365982056,0.9899370670318604,0.2252759486436844,0.9989279508590698
a83d6aff,5,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9983240365982056,0.9899370670318604,0.2252759486436844,0.9989279508590698
9b54d561,10,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9971689581871033,0.9935532212257385,0.2261718213558197,0.99925297498703
9b54d561,10,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9971689581871033,0.9935532212257385,0.2261718213558197,0.99925297498703
490f3ad0,32,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9751394391059875,0.9943105578422546,0.22651144862174988,0.98335862159729
490f3ad0,32,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9751394391059875,0.9943105578422546,0.22651144862174988,0.98335862159729
ace7ed32,64,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.8575537800788879,0.992033064365387,0.22615531086921692,0.9104511737823486
ace7ed32,64,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.8575537800788879,0.992033064365387,0.22615531086921692,0.9104511737823486
a8626884,2,501,0,0.002,0.0,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9975282549858093,0.9681670069694519,0.22131720185279846,1.0
a8626884,2,501,0,0.002,0.0,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9975282549858093,0.9681670069694519,0.22131720185279846,1.0
8558d258,3,501,0,0.002,0.0,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.998496949672699,0.9793700575828552,0.22303161025047302,1.0
8558d258,3,501,0,0.002,0.0,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.998496949672699,0.9793700575828552,0.22303161025047302,1.0
36b458f6,5,501,0,0.002,0.0,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9983379244804382,0.9899415373802185,0.22527702152729034,0.9989299774169922
36b458f6,5,501,0,0.002,0.0,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9983379244804382,0.9899415373802185,0.22527702152729034,0.9989299774169922
57505e5a,10,501,0,0.002,0.0,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9972436428070068,0.9935518503189087,0.2261739820241928,0.999247670173645
57505e5a,10,501,0,0.002,0.0,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9972436428070068,0.9935518503189087,0.2261739820241928,0.999247670173645
a4b6b8ca,32,501,0,0.002,0.0,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9752342700958252,0.9943188428878784,0.22650983929634094,0.9834146499633789
a4b6b8ca,32,501,0,0.002,0.0,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9752342700958252,0.9943188428878784,0.22650983929634094,0.9834146499633789
2e978976,64,501,0,0.002,0.0,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.8577032685279846,0.9920700788497925,0.22616249322891235,0.9103133082389832
2e978976,64,501,0,0.002,0.0,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.8577032685279846,0.9920700788497925,0.22616249322891235,0.9103133082389832
