hashname,20250413_PClicks_NoisyGRU_final2_latent_size,_max_epochs,_seed,_lr,_weight_decay,_encoder_size,_file_index,_output_nonlinearity,_heldin_size,_heldout_size,_n_heldin,_n_heldout,_fr_scaling,_rect_func,_obs_noise,_dispersion,_alpha,_vf_hidden_size,_vf_num_layers
5cc7dbe9,2,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
e043ea07,64,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
e043ea07,64,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
ff087baa,3,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
5cc7dbe9,2,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
58f550d2,5,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
da1762eb,32,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
1c613103,10,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
b7d2bf26,10,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
0fe475ab,3,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
b9fbcb3c,32,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
eb097913,64,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
2aa56212,5,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
da8f2602,2,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
b7d2bf26,10,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
0fe475ab,3,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
eb097913,64,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
b9fbcb3c,32,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
2aa56212,5,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
da8f2602,2,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
05629e85,5,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
1b54eea3,10,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
3d1d193b,3,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
53e5282d,32,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
15c2274e,2,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
775d50d9,64,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
1b54eea3,10,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
15c2274e,2,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
53e5282d,32,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
05629e85,5,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
3d1d193b,3,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
775d50d9,64,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
27e32749,2,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
27e32749,2,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
8e24d1b7,3,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
8e24d1b7,3,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
dfc6f6f1,5,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
dfc6f6f1,5,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
91034b05,32,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
86d7b039,10,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
91034b05,32,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
86d7b039,10,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
25a0ba63,64,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
25a0ba63,64,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,1.00E-01,64,3
dad1868e,32,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
fbf8412f,10,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
cf88fd13,3,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
d2134b59,2,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
58f98661,5,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
dad1868e,32,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
cf88fd13,3,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
58f98661,5,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
d2134b59,2,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
fbf8412f,10,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
2b764c8f,64,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
2b764c8f,64,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
f72b5ec1,2,500,0,2.00E-03,0,128,5,None,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
f72b5ec1,2,500,0,2.00E-03,0,128,5,None,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
f3135e0e,3,500,0,2.00E-03,0,128,5,None,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
f3135e0e,3,500,0,2.00E-03,0,128,5,None,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
f7735c9f,5,500,0,2.00E-03,0,128,5,None,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
f7735c9f,5,500,0,2.00E-03,0,128,5,None,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
19f3a445,10,500,0,2.00E-03,0,128,5,None,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
19f3a445,10,500,0,2.00E-03,0,128,5,None,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
7888a8da,32,500,0,2.00E-03,0,128,5,None,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
ae6ee5a7,64,500,0,2.00E-03,0,128,5,None,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
7888a8da,32,500,0,2.00E-03,0,128,5,None,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
ae6ee5a7,64,500,0,2.00E-03,0,128,5,None,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
f9d4a623,2,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
3dcc0bde,3,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
f9d4a623,2,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
3dcc0bde,3,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
b71b8007,5,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
b71b8007,5,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
d4bbc563,10,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
d4bbc563,10,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
9558aa27,32,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
9558aa27,32,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
c716fa68,64,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
c716fa68,64,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
64137f30,2,501,0,2.00E-03,0,128,5,None,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
64137f30,2,501,0,2.00E-03,0,128,5,None,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
92985aca,3,501,0,2.00E-03,0,128,5,None,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
92985aca,3,501,0,2.00E-03,0,128,5,None,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
3be8590d,5,501,0,2.00E-03,0,128,5,None,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
3be8590d,5,501,0,2.00E-03,0,128,5,None,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
b9a657d3,32,501,0,2.00E-03,0,128,5,None,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
b19a3bbc,10,501,0,2.00E-03,0,128,5,None,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
b9a657d3,32,501,0,2.00E-03,0,128,5,None,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
b19a3bbc,10,501,0,2.00E-03,0,128,5,None,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
695349be,64,501,0,2.00E-03,0,128,5,None,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
695349be,64,501,0,2.00E-03,0,128,5,None,200,300,200,100,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
b08fb16f,64,500,0,1.00E-04,1.00E-04,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,,,
d4c93c2c,128,500,0,1.00E-04,1.00E-04,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,,,
6cd9fb81,256,500,0,1.00E-04,1.00E-04,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,,,
9bee8551,32,500,0,1.00E-04,1.00E-04,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,,,
141ebfef,512,500,0,1.00E-04,1.00E-04,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,,,
99533ba3,32,501,0,1.00E-04,1.00E-04,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,,,
b08fb16f,64,500,0,1.00E-04,1.00E-04,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,,,
6cd9fb81,256,500,0,1.00E-04,1.00E-04,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,,,
9bee8551,32,500,0,1.00E-04,1.00E-04,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,,,
141ebfef,512,500,0,1.00E-04,1.00E-04,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,,,
d4c93c2c,128,500,0,1.00E-04,1.00E-04,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,,,
99533ba3,32,501,0,1.00E-04,1.00E-04,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,,,
e2ba8806,64,501,0,1.00E-04,1.00E-04,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,,,
2fe1636c,128,501,0,1.00E-04,1.00E-04,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,,,
2fe1636c,128,501,0,1.00E-04,1.00E-04,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,,,
e2ba8806,64,501,0,1.00E-04,1.00E-04,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,,,
c89d03ff,256,501,0,1.00E-04,1.00E-04,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,,,
c89d03ff,256,501,0,1.00E-04,1.00E-04,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,,,
1c2b2641,512,501,0,1.00E-04,1.00E-04,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,,,
1c2b2641,512,501,0,1.00E-04,1.00E-04,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,,,
60d37760,5,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
833b4a48,32,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
8e46ce51,2,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
de05d2bf,3,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
e7d7f51c,10,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
8e46ce51,2,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
60d37760,5,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
e7d7f51c,10,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
de05d2bf,3,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
833b4a48,32,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
1427d2f3,64,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
1427d2f3,64,500,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
332f2ac9,2,500,0,2.00E-03,0,128,5,None,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
332f2ac9,2,500,0,2.00E-03,0,128,5,None,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
ba82a6d1,3,500,0,2.00E-03,0,128,5,None,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
ba82a6d1,3,500,0,2.00E-03,0,128,5,None,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
4538ffaf,5,500,0,2.00E-03,0,128,5,None,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
78234dfb,10,500,0,2.00E-03,0,128,5,None,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
4538ffaf,5,500,0,2.00E-03,0,128,5,None,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
78234dfb,10,500,0,2.00E-03,0,128,5,None,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
0c340819,32,500,0,2.00E-03,0,128,5,None,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
0c340819,32,500,0,2.00E-03,0,128,5,None,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
f1f50dbb,64,500,0,2.00E-03,0,128,5,None,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
f1f50dbb,64,500,0,2.00E-03,0,128,5,None,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
f3657ba0,2,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
f3657ba0,2,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
ea333e5e,3,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
ea333e5e,3,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
a83d6aff,5,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
a83d6aff,5,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
9b54d561,10,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
9b54d561,10,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
490f3ad0,32,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
490f3ad0,32,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
ace7ed32,64,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
ace7ed32,64,501,0,2.00E-03,0,128,5,torch.nn.functional.softplus,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
a8626884,2,501,0,2.00E-03,0,128,5,None,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
a8626884,2,501,0,2.00E-03,0,128,5,None,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
8558d258,3,501,0,2.00E-03,0,128,5,None,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
8558d258,3,501,0,2.00E-03,0,128,5,None,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
36b458f6,5,501,0,2.00E-03,0,128,5,None,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
36b458f6,5,501,0,2.00E-03,0,128,5,None,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
57505e5a,10,501,0,2.00E-03,0,128,5,None,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
57505e5a,10,501,0,2.00E-03,0,128,5,None,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
a4b6b8ca,32,501,0,2.00E-03,0,128,5,None,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
a4b6b8ca,32,501,0,2.00E-03,0,128,5,None,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
2e978976,64,501,0,2.00E-03,0,128,5,None,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
2e978976,64,501,0,2.00E-03,0,128,5,None,280,300,280,20,1.00E+00,softplus,poisson,1.00E+00,5.00E-02,128,3
