hashname,model,_latent_size,_max_epochs,_seed,_lr,_weight_decay,_encoder_size,_file_index,_output_nonlinearity,_heldin_size,_heldout_size,_n_heldin,_n_heldout,_fr_scaling,_rect_func,_obs_noise,_dispersion,_alpha,_vf_hidden_size,_vf_num_layers,state_r2,rate_r2,co-bps,cycle_con
1252e030,gru,256,501,0,0.0001,0.0001,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,,,,0.8104729056358337,0.7282781600952148,0.1530413925647735,0.9959819316864014
6113c2a1,gru,512,501,0,0.0001,0.0001,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,,,,0.8169446587562561,0.6749809384346008,0.1445865929126739,0.9993598461151124
6113c2a1,gru,512,501,0,0.0001,0.0001,128,5,,200,300,200,100,1.0,softplus,poisson,1.0,,,,0.8169446587562561,0.6749809384346008,0.1445865929126739,0.9993598461151124
d4c93c2c,gru,128,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.7932630777359009,0.5233475565910339,0.1072908788919448,0.9972323179244996
6cd9fb81,gru,256,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8046620488166809,0.6606522798538208,0.1398250311613083,0.9948041439056396
b08fb16f,gru,64,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8292465209960938,0.4663735330104828,0.0967587903141975,0.9967514872550964
99533ba3,gru,32,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8901799321174622,0.4923642575740814,0.1004226058721542,0.9980628490447998
141ebfef,gru,512,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8298408389091492,0.7093183398246765,0.1505649834871292,0.99931538105011
9bee8551,gru,32,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8806248903274536,0.489385038614273,0.0997957810759544,0.9980942606925964
b08fb16f,gru,64,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8292465209960938,0.4663735330104828,0.0967587903141975,0.9967514872550964
141ebfef,gru,512,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8298408389091492,0.7093183398246765,0.1505649834871292,0.99931538105011
d4c93c2c,gru,128,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.7932630777359009,0.5233475565910339,0.1072908788919448,0.9972323179244996
9bee8551,gru,32,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8806248903274536,0.489385038614273,0.0997957810759544,0.9980942606925964
6cd9fb81,gru,256,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8046620488166809,0.6606522798538208,0.1398250311613083,0.9948041439056396
99533ba3,gru,32,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8901799321174622,0.4923642575740814,0.1004226058721542,0.9980628490447998
e2ba8806,gru,64,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.9121124148368835,0.4173153042793274,0.082557700574398,0.997132122516632
e2ba8806,gru,64,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.9121124148368835,0.4173153042793274,0.082557700574398,0.997132122516632
2fe1636c,gru,128,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8290951251983643,0.4478065371513366,0.0883620604872703,0.9978986382484436
2fe1636c,gru,128,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8290951251983643,0.4478065371513366,0.0883620604872703,0.9978986382484436
c89d03ff,gru,256,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.7745296955108643,0.4574730396270752,0.0934207811951637,0.9977529644966124
c89d03ff,gru,256,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.7745296955108643,0.4574730396270752,0.0934207811951637,0.9977529644966124
1c2b2641,gru,512,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8365561962127686,0.5375609397888184,0.1096366047859191,0.9993197917938232
1c2b2641,gru,512,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8365561962127686,0.5375609397888184,0.1096366047859191,0.9993197917938232
b76f7e9a,fr,256,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.7884659171104431,0.5142686367034912,0.1046444103121757,0.9981154203414916
a6ea90b2,fr,512,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.8040666580200195,0.5693206191062927,0.1160882860422134,0.9987475872039796
c631a64c,fr,64,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.866729199886322,0.3746554851531982,0.074505366384983,0.9965750575065612
f49d0127,fr,128,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.8064892888069153,0.4309090077877044,0.0850621238350868,0.9981899857521056
b76f7e9a,fr,256,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.7884659171104431,0.5142686367034912,0.1046444103121757,0.9981154203414916
341766fc,fr,32,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.9255114197731018,0.5678228735923767,0.1133063286542892,0.9985511302947998
a6ea90b2,fr,512,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.8040666580200195,0.5693206191062927,0.1160882860422134,0.9987475872039796
c631a64c,fr,64,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.866729199886322,0.3746554851531982,0.074505366384983,0.9965750575065612
f49d0127,fr,128,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.8064892888069153,0.4309090077877044,0.0850621238350868,0.9981899857521056
341766fc,fr,32,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.9255114197731018,0.5678228735923767,0.1133063286542892,0.9985511302947998
7314c24b,fr,32,500,0,0.0001,0.0001,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.9255710244178772,0.5674997568130493,0.1132017001509666,0.9985395669937134
7314c24b,fr,32,500,0,0.0001,0.0001,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.9255710244178772,0.5674997568130493,0.1132017001509666,0.9985395669937134
945575ce,fr,64,500,0,0.0001,0.0001,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.8632076382637024,0.374398410320282,0.074447214603424,0.9965786933898926
945575ce,fr,64,500,0,0.0001,0.0001,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.8632076382637024,0.374398410320282,0.074447214603424,0.9965786933898926
a058d181,fr,128,500,0,0.0001,0.0001,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.8075908422470093,0.4308691918849945,0.085063025355339,0.9981891512870787
a058d181,fr,128,500,0,0.0001,0.0001,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.8075908422470093,0.4308691918849945,0.085063025355339,0.9981891512870787
c729395b,fr,256,500,0,0.0001,0.0001,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.7883650064468384,0.5159197449684143,0.1048976480960846,0.9981197714805604
c729395b,fr,256,500,0,0.0001,0.0001,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.7883650064468384,0.5159197449684143,0.1048976480960846,0.9981197714805604
57b349b4,fr,512,500,0,0.0001,0.0001,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.8047273755073547,0.5693754553794861,0.1161010339856147,0.9987469911575316
57b349b4,fr,512,500,0,0.0001,0.0001,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.8047273755073547,0.5693754553794861,0.1161010339856147,0.9987469911575316
e3b78345,fr,32,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.9064145684242249,0.5608255863189697,0.1117350757122039,0.998613715171814
e3b78345,fr,32,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.9064145684242249,0.5608255863189697,0.1117350757122039,0.998613715171814
99e827ab,fr,64,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.8624496459960938,0.373508870601654,0.0742799490690231,0.9965872764587402
99e827ab,fr,64,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.8624496459960938,0.373508870601654,0.0742799490690231,0.9965872764587402
55fe4874,fr,128,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.8210737705230713,0.4283558130264282,0.0845316126942634,0.9981306195259094
55fe4874,fr,128,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.8210737705230713,0.4283558130264282,0.0845316126942634,0.9981306195259094
8b2cf091,fr,256,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.7827454209327698,0.5049330592155457,0.1028339192271232,0.9981002807617188
8b2cf091,fr,256,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.7827454209327698,0.5049330592155457,0.1028339192271232,0.9981002807617188
28c1a7de,fr,512,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.7927549481391907,0.5727640390396118,0.1168874725699424,0.9988060593605042
28c1a7de,fr,512,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.7927549481391907,0.5727640390396118,0.1168874725699424,0.9988060593605042
7cb6f585,fr,32,501,0,0.0001,0.0001,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.900898575782776,0.5585504174232483,0.1112661212682724,0.9986237287521362
7cb6f585,fr,32,501,0,0.0001,0.0001,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.900898575782776,0.5585504174232483,0.1112661212682724,0.9986237287521362
ff61b4da,fr,64,501,0,0.0001,0.0001,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.8647246360778809,0.3739754259586334,0.0743675306439399,0.9965751767158508
ff61b4da,fr,64,501,0,0.0001,0.0001,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.8647246360778809,0.3739754259586334,0.0743675306439399,0.9965751767158508
c16d6269,fr,128,501,0,0.0001,0.0001,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.822615921497345,0.428776204586029,0.0846010744571685,0.998130202293396
c16d6269,fr,128,501,0,0.0001,0.0001,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.822615921497345,0.428776204586029,0.0846010744571685,0.998130202293396
247fd6a4,fr,256,501,0,0.0001,0.0001,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.7825698852539062,0.506260335445404,0.1030492857098579,0.9981053471565248
247fd6a4,fr,256,501,0,0.0001,0.0001,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.7825698852539062,0.506260335445404,0.1030492857098579,0.9981053471565248
8f6f3eb3,fr,512,501,0,0.0001,0.0001,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.7903487086296082,0.572276771068573,0.1167745888233184,0.9988067746162416
8f6f3eb3,fr,512,501,0,0.0001,0.0001,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,,,,0.7903487086296082,0.572276771068573,0.1167745888233184,0.9988067746162416
9f1d7262,node,2,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9969192743301392,0.9673529863357544,0.2212547808885574,1.0
97bb4b50,node,5,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9982502460479736,0.9895886182785034,0.2253545820713043,0.9984670877456664
3c8502d5,node,32,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9753421545028688,0.9945668578147888,0.2266772836446762,0.9831786155700684
224680b9,node,3,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9984906315803528,0.9850677251815796,0.2242827862501144,1.0
1e77ec22,node,10,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9976160526275636,0.9938323497772216,0.2263359129428863,0.9983512163162231
1e77ec22,node,10,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9976160526275636,0.9938323497772216,0.2263359129428863,0.9983512163162231
97bb4b50,node,5,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9982502460479736,0.9895886182785034,0.2253545820713043,0.9984670877456664
224680b9,node,3,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9984906315803528,0.9850677251815796,0.2242827862501144,1.0
9f1d7262,node,2,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9969192743301392,0.9673529863357544,0.2212547808885574,1.0
3c8502d5,node,32,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9753421545028688,0.9945668578147888,0.2266772836446762,0.9831786155700684
e32f17f1,node,64,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.830163836479187,0.9920355081558228,0.22636678814888,0.8917407989501953
e32f17f1,node,64,500,0,0.002,0.0,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.830163836479187,0.9920355081558228,0.22636678814888,0.8917407989501953
2ac658f3,node,2,500,0,0.002,0.0,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9967867136001588,0.9673503637313844,0.2212537080049514,1.0
2ac658f3,node,2,500,0,0.002,0.0,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9967867136001588,0.9673503637313844,0.2212537080049514,1.0
a2252f81,node,3,500,0,0.002,0.0,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9985506534576416,0.9850676655769348,0.2242829650640487,1.0
a2252f81,node,3,500,0,0.002,0.0,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9985506534576416,0.9850676655769348,0.2242829650640487,1.0
c6be0cbe,node,5,500,0,0.002,0.0,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.998249650001526,0.9895871877670288,0.2253536880016327,0.9984657168388368
c6be0cbe,node,5,500,0,0.002,0.0,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.998249650001526,0.9895871877670288,0.2253536880016327,0.9984657168388368
d82744c1,node,10,500,0,0.002,0.0,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9975939989089966,0.9938333630561828,0.2263357490301132,0.998351275920868
d82744c1,node,10,500,0,0.002,0.0,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9975939989089966,0.9938333630561828,0.2263357490301132,0.998351275920868
5dc4f46f,node,32,500,0,0.002,0.0,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9752482175827026,0.9945454597473145,0.226672425866127,0.9831394553184508
5dc4f46f,node,32,500,0,0.002,0.0,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9752482175827026,0.9945454597473145,0.226672425866127,0.9831394553184508
c3ebfcd6,node,64,500,0,0.002,0.0,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.8306409120559692,0.992026686668396,0.2263621240854263,0.8924270868301392
c3ebfcd6,node,64,500,0,0.002,0.0,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.8306409120559692,0.992026686668396,0.2263621240854263,0.8924270868301392
429822ab,node,3,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9985414147377014,0.9858508706092834,0.2244087904691696,1.0
3db18318,node,2,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9971318244934082,0.9667606353759766,0.2212944328784942,1.0
429822ab,node,3,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9985414147377014,0.9858508706092834,0.2244087904691696,1.0
3db18318,node,2,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9971318244934082,0.9667606353759766,0.2212944328784942,1.0
7af2940b,node,5,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9979328513145448,0.9889647960662842,0.2252849489450454,0.9993680119514464
7af2940b,node,5,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9979328513145448,0.9889647960662842,0.2252849489450454,0.9993680119514464
5a0abf31,node,10,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9973572492599488,0.9941868185997008,0.2263820469379425,0.9983307123184204
5a0abf31,node,10,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9973572492599488,0.9941868185997008,0.2263820469379425,0.9983307123184204
b10ea416,node,32,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.975617527961731,0.9943820238113404,0.2266379594802856,0.9830583930015564
b10ea416,node,32,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.975617527961731,0.9943820238113404,0.2266379594802856,0.9830583930015564
57061708,node,64,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.8298590779304504,0.9920307993888856,0.2263719886541366,0.8898659944534302
6f4adc8d,node,2,501,0,0.002,0.0,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9970756769180298,0.9667632579803468,0.2212948054075241,1.0
57061708,node,64,501,0,0.002,0.0,128,5,torch.nn.functional.softplus,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.8298590779304504,0.9920307993888856,0.2263719886541366,0.8898659944534302
6f4adc8d,node,2,501,0,0.002,0.0,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9970756769180298,0.9667632579803468,0.2212948054075241,1.0
beb680f1,node,3,501,0,0.002,0.0,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9984030723571776,0.9858527779579164,0.2244075238704681,1.0
beb680f1,node,3,501,0,0.002,0.0,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9984030723571776,0.9858527779579164,0.2244075238704681,1.0
5e77cbe9,node,5,501,0,0.002,0.0,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9979249238967896,0.9889588952064514,0.2252856642007827,0.9993632435798644
5e77cbe9,node,5,501,0,0.002,0.0,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9979249238967896,0.9889588952064514,0.2252856642007827,0.9993632435798644
be5b0607,node,10,501,0,0.002,0.0,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.997455596923828,0.9941839575767516,0.226380780339241,0.9983342885971068
be5b0607,node,10,501,0,0.002,0.0,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.997455596923828,0.9941839575767516,0.226380780339241,0.9983342885971068
eb5cf3ea,node,32,501,0,0.002,0.0,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9756813645362854,0.9943801164627076,0.2266431599855423,0.9829503297805786
eb5cf3ea,node,32,501,0,0.002,0.0,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9756813645362854,0.9943801164627076,0.2266431599855423,0.9829503297805786
628dabf0,node,64,501,0,0.002,0.0,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.8296602368354797,0.9920461177825928,0.2263759523630142,0.8891879320144653
628dabf0,node,64,501,0,0.002,0.0,128,5,,250,300,250,50,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.8296602368354797,0.9920461177825928,0.2263759523630142,0.8891879320144653
6cd9fb81,gru,256,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8046620488166809,0.6606522798538208,0.1398250311613083,0.9948041439056396
9bee8551,gru,32,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8806248903274536,0.489385038614273,0.0997957810759544,0.9980942606925964
b08fb16f,gru,64,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8292465209960938,0.4663735330104828,0.0967587903141975,0.9967514872550964
4d448cf1,fr,32,500,0,0.0001,0.0001,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.9189023375511168,0.601836621761322,0.1219579726457595,0.9985808730125428
d4c93c2c,gru,128,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.7932630777359009,0.5233475565910339,0.1072908788919448,0.9972323179244996
6cd9fb81,gru,256,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8046620488166809,0.6606522798538208,0.1398250311613083,0.9948041439056396
141ebfef,gru,512,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8298408389091492,0.7093183398246765,0.1505649834871292,0.99931538105011
9bee8551,gru,32,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8806248903274536,0.489385038614273,0.0997957810759544,0.9980942606925964
b08fb16f,gru,64,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8292465209960938,0.4663735330104828,0.0967587903141975,0.9967514872550964
4d448cf1,fr,32,500,0,0.0001,0.0001,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.9189023375511168,0.601836621761322,0.1219579726457595,0.9985808730125428
d4c93c2c,gru,128,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.7932630777359009,0.5233475565910339,0.1072908788919448,0.9972323179244996
141ebfef,gru,512,500,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8298408389091492,0.7093183398246765,0.1505649834871292,0.99931538105011
56f38c06,fr,128,500,0,0.0001,0.0001,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8163034915924072,0.4362514317035675,0.0860355421900749,0.9979748129844666
774d04ae,fr,256,500,0,0.0001,0.0001,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.7998424768447876,0.5207435488700867,0.1058340519666671,0.9980181455612184
812c1c42,fr,64,500,0,0.0001,0.0001,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.902990996837616,0.4200350344181061,0.0825225114822387,0.9970105290412904
56f38c06,fr,128,500,0,0.0001,0.0001,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8163034915924072,0.4362514317035675,0.0860355421900749,0.9979748129844666
774d04ae,fr,256,500,0,0.0001,0.0001,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.7998424768447876,0.5207435488700867,0.1058340519666671,0.9980181455612184
812c1c42,fr,64,500,0,0.0001,0.0001,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.902990996837616,0.4200350344181061,0.0825225114822387,0.9970105290412904
a144a155,fr,512,500,0,0.0001,0.0001,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.7903691530227661,0.5451414585113525,0.11160359531641,0.9993770718574524
a144a155,fr,512,500,0,0.0001,0.0001,128,5,,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.7903691530227661,0.5451414585113525,0.11160359531641,0.9993770718574524
99533ba3,gru,32,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8901799321174622,0.4923642575740814,0.1004226058721542,0.9980628490447998
99533ba3,gru,32,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8901799321174622,0.4923642575740814,0.1004226058721542,0.9980628490447998
e2ba8806,gru,64,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.9121124148368835,0.4173153042793274,0.082557700574398,0.997132122516632
e2ba8806,gru,64,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.9121124148368835,0.4173153042793274,0.082557700574398,0.997132122516632
2fe1636c,gru,128,501,0,0.0001,0.0001,128,5,torch.nn.functional.softplus,280,300,280,20,1.0,softplus,poisson,1.0,,,,0.8290951251983643,0.4478065371513366,0.0883620604872703,0.9978986382484436
