Model_Type,Model_Label,Hash_Value,DMD:0,DMD:1,Architecture,Latent_Size,Is_True_Model,DMD:0_3D,DMD:1_3D,DMD:2_3D
node,node_2_f3657ba0,f3657ba0,0.31573569448472416,0.38073453797950585,node,2,False,-0.4697597141761519,0.05771839861200095,0.4082094387349886
node,node_2_332f2ac9,332f2ac9,0.24169858243557088,-0.4927180882245816,node,2,False,0.04448689690204863,0.17176981067682634,0.6552729650925161
node,node_2_ba82a6d1,ba82a6d1,-0.23199265891778004,0.2857607265582785,node,2,False,0.04259901147085855,0.06252882581669973,0.5029099814238052
node,node_2_8558d258,8558d258,0.4386072276586371,-0.17863794768525484,node,2,False,0.14769922131691307,-0.1753772863258679,-0.6360920088749464
node,node_2_ceb58bd8,ceb58bd8,0.39730449593789696,0.2957425530206297,node,2,False,-0.16489371889114157,-0.05236836713667293,-0.6721575250518999
node,node_2_8f69cfdc,8f69cfdc,0.19439627567505421,0.4528681640725753,node,2,False,-0.6212554832467662,-0.027738372565574432,-0.2711970241563195
node,node_2_62b9e2e9,62b9e2e9,-0.19365866856996533,-0.1662701944686591,node,2,False,-0.11958633372646253,0.42361017389423633,-0.5127670633042204
node,node_2_309eb94c,309eb94c,0.038440003736092125,0.06545683065002263,node,2,False,-0.3431927472020362,0.5257112662265118,-0.2858649618025922
node,node_2_d7001813,d7001813,0.1552448115208789,-0.03794166080376213,node,2,False,-0.06398588152909497,0.41178078702020277,0.5319479694007067
node,node_2_6d63ae4a,6d63ae4a,-0.37093239335662126,0.22524246118582417,node,2,False,0.14201031781015364,0.325390437529506,-0.5752143042232235
node,node_2_7d511902,7d511902,0.12487619635675329,0.2698945715211028,node,2,False,-0.12493301768039979,-0.28103511887074845,0.6020533138533805
node,node_2_0cc3384a,0cc3384a,0.45428514365655437,-0.024585587489262106,node,2,False,0.40313750671587073,0.18625060983638916,0.49752045985023635
node,node_2_398e186f,398e186f,0.4124716665157301,0.16261961122104632,node,2,False,0.24408582193982992,0.5334764206477551,0.3365621062423491
node,node_2_01745b0e,01745b0e,-0.10733404389091583,0.18852417213731615,node,2,False,-0.5503094587047955,-0.2849793279036473,0.29627388558887147
node,node_2_5507ff92,5507ff92,0.22256724586346205,-0.4758643445126841,node,2,False,-0.5240475172646711,0.1871806038589781,-0.38768058815657064
node,node_2_6fabb7c5,6fabb7c5,-0.3225412409115037,-0.3800156570252082,node,2,False,0.38132522983496897,-0.3478245606132766,0.4432105800858118
node,node_2_c41cfd0f,c41cfd0f,-0.49225205843913716,-0.3081023324645125,node,2,False,0.5681920946909466,0.18586528674669736,0.3175281388776233
node,node_2_a7380367,a7380367,0.006702667260454757,-0.3255514257419937,node,2,False,0.6690790861140612,0.10169057722555061,0.0061299497046833915
node,node_2_662d3bc2,662d3bc2,-0.4645140631749657,-0.20831516820471782,node,2,False,-0.0029915497360579134,0.22309313154111185,-0.6418715127947763
node,node_2_ee6f4460,ee6f4460,0.10251330004355846,0.1683962806836828,node,2,False,0.5634166637916365,0.3481456071935116,0.16477168131650388
node,node_2_49e261a4,49e261a4,-0.4140809467294302,0.3603057296455698,node,2,False,-0.5804483470090396,0.2817071466969688,0.21121880504315238
node,node_2_1a17da42,1a17da42,0.42497809376092177,-0.2119626498139499,node,2,False,-0.35996398602644336,0.544963435584201,0.17183066431473046
node,node_2_d427903d,d427903d,0.25753218149742013,-0.07566856873542047,node,2,False,0.4406289641015094,-0.08467502138633803,0.5074794107440932
