loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
31.6790828704834,1743407129,,False,1,0b3dd_00002,2025-03-31_03-45-29,17.77350640296936,17.77350640296936,2466894,della-l04g13,172.17.6.173,17.77350640296936,1
31.437807083129883,1743407131,,False,2,0b3dd_00002,2025-03-31_03-45-31,2.536872625350952,20.310379028320312,2466894,della-l04g13,172.17.6.173,20.310379028320312,2
31.204797744750977,1743407134,,False,3,0b3dd_00002,2025-03-31_03-45-34,2.6284618377685547,22.938840866088867,2466894,della-l04g13,172.17.6.173,22.938840866088867,3
30.97197914123535,1743407136,,False,4,0b3dd_00002,2025-03-31_03-45-36,2.3916337490081787,25.330474615097046,2466894,della-l04g13,172.17.6.173,25.330474615097046,4
30.775833129882812,1743407139,,False,5,0b3dd_00002,2025-03-31_03-45-39,2.65299391746521,27.983468532562256,2466894,della-l04g13,172.17.6.173,27.983468532562256,5
30.462743759155273,1743407141,,False,6,0b3dd_00002,2025-03-31_03-45-41,2.570676803588867,30.554145336151123,2466894,della-l04g13,172.17.6.173,30.554145336151123,6
30.064537048339844,1743407144,,False,7,0b3dd_00002,2025-03-31_03-45-44,2.5778706073760986,33.13201594352722,2466894,della-l04g13,172.17.6.173,33.13201594352722,7
28.628032684326172,1743407147,,False,8,0b3dd_00002,2025-03-31_03-45-47,2.692087173461914,35.824103116989136,2466894,della-l04g13,172.17.6.173,35.824103116989136,8
23.124208450317383,1743407149,,False,9,0b3dd_00002,2025-03-31_03-45-49,2.563798427581787,38.38790154457092,2466894,della-l04g13,172.17.6.173,38.38790154457092,9
10.720702171325684,1743407152,,False,10,0b3dd_00002,2025-03-31_03-45-52,2.467468500137329,40.85537004470825,2466894,della-l04g13,172.17.6.173,40.85537004470825,10
19.844350814819336,1743407154,,False,11,0b3dd_00002,2025-03-31_03-45-54,2.5085384845733643,43.363908529281616,2466894,della-l04g13,172.17.6.173,43.363908529281616,11
13.398119926452637,1743407157,,False,12,0b3dd_00002,2025-03-31_03-45-57,2.5458457469940186,45.909754276275635,2466894,della-l04g13,172.17.6.173,45.909754276275635,12
9.225781440734863,1743407159,,False,13,0b3dd_00002,2025-03-31_03-45-59,2.4534006118774414,48.363154888153076,2466894,della-l04g13,172.17.6.173,48.363154888153076,13
9.692840576171875,1743407162,,False,14,0b3dd_00002,2025-03-31_03-46-02,2.5052294731140137,50.86838436126709,2466894,della-l04g13,172.17.6.173,50.86838436126709,14
11.918730735778809,1743407164,,False,15,0b3dd_00002,2025-03-31_03-46-04,2.6445040702819824,53.51288843154907,2466894,della-l04g13,172.17.6.173,53.51288843154907,15
9.208928108215332,1743407167,,False,16,0b3dd_00002,2025-03-31_03-46-07,2.581467390060425,56.0943558216095,2466894,della-l04g13,172.17.6.173,56.0943558216095,16
7.680275917053223,1743407170,,False,17,0b3dd_00002,2025-03-31_03-46-10,2.5629098415374756,58.65726566314697,2466894,della-l04g13,172.17.6.173,58.65726566314697,17
9.361529350280762,1743407172,,False,18,0b3dd_00002,2025-03-31_03-46-12,2.5573670864105225,61.214632749557495,2466894,della-l04g13,172.17.6.173,61.214632749557495,18
7.92034912109375,1743407175,,False,19,0b3dd_00002,2025-03-31_03-46-15,2.560861587524414,63.77549433708191,2466894,della-l04g13,172.17.6.173,63.77549433708191,19
6.8606696128845215,1743407177,,False,20,0b3dd_00002,2025-03-31_03-46-17,2.678159713745117,66.45365405082703,2466894,della-l04g13,172.17.6.173,66.45365405082703,20
7.700132846832275,1743407186,,False,21,0b3dd_00002,2025-03-31_03-46-26,8.395833015441895,74.84948706626892,2466894,della-l04g13,172.17.6.173,74.84948706626892,21
6.315924644470215,1743407188,,False,22,0b3dd_00002,2025-03-31_03-46-28,2.29533052444458,77.1448175907135,2466894,della-l04g13,172.17.6.173,77.1448175907135,22
31.963943481445312,1743407191,,False,23,0b3dd_00002,2025-03-31_03-46-31,2.588987112045288,79.73380470275879,2466894,della-l04g13,172.17.6.173,79.73380470275879,23
5.842503547668457,1743407193,,False,24,0b3dd_00002,2025-03-31_03-46-33,2.5846338272094727,82.31843852996826,2466894,della-l04g13,172.17.6.173,82.31843852996826,24
7.283381462097168,1743407196,,False,25,0b3dd_00002,2025-03-31_03-46-36,2.5786585807800293,84.89709711074829,2466894,della-l04g13,172.17.6.173,84.89709711074829,25
5.837625503540039,1743407199,,False,26,0b3dd_00002,2025-03-31_03-46-39,2.6408474445343018,87.53794455528259,2466894,della-l04g13,172.17.6.173,87.53794455528259,26
5.682887077331543,1743407201,,False,27,0b3dd_00002,2025-03-31_03-46-41,2.5376524925231934,90.07559704780579,2466894,della-l04g13,172.17.6.173,90.07559704780579,27
7.043551445007324,1743407204,,False,28,0b3dd_00002,2025-03-31_03-46-44,2.561509370803833,92.63710641860962,2466894,della-l04g13,172.17.6.173,92.63710641860962,28
5.63768196105957,1743407206,,False,29,0b3dd_00002,2025-03-31_03-46-46,2.6250686645507812,95.2621750831604,2466894,della-l04g13,172.17.6.173,95.2621750831604,29
5.019031524658203,1743407209,,False,30,0b3dd_00002,2025-03-31_03-46-49,2.5765130519866943,97.8386881351471,2466894,della-l04g13,172.17.6.173,97.8386881351471,30
4.699874401092529,1743407212,,False,31,0b3dd_00002,2025-03-31_03-46-52,2.648822546005249,100.48751068115234,2466894,della-l04g13,172.17.6.173,100.48751068115234,31
4.630773544311523,1743407214,,False,32,0b3dd_00002,2025-03-31_03-46-54,2.525688409805298,103.01319909095764,2466894,della-l04g13,172.17.6.173,103.01319909095764,32
4.4394683837890625,1743407217,,False,33,0b3dd_00002,2025-03-31_03-46-57,3.0073869228363037,106.02058601379395,2466894,della-l04g13,172.17.6.173,106.02058601379395,33
4.644390106201172,1743407220,,False,34,0b3dd_00002,2025-03-31_03-47-00,2.5799753665924072,108.60056138038635,2466894,della-l04g13,172.17.6.173,108.60056138038635,34
4.185971260070801,1743407222,,False,35,0b3dd_00002,2025-03-31_03-47-02,2.5588231086730957,111.15938448905945,2466894,della-l04g13,172.17.6.173,111.15938448905945,35
3.9912543296813965,1743407225,,False,36,0b3dd_00002,2025-03-31_03-47-05,2.501108407974243,113.66049289703369,2466894,della-l04g13,172.17.6.173,113.66049289703369,36
4.024117469787598,1743407227,,False,37,0b3dd_00002,2025-03-31_03-47-07,2.657663106918335,116.31815600395203,2466894,della-l04g13,172.17.6.173,116.31815600395203,37
3.822161912918091,1743407230,,False,38,0b3dd_00002,2025-03-31_03-47-10,2.625977039337158,118.94413304328918,2466894,della-l04g13,172.17.6.173,118.94413304328918,38
3.767124891281128,1743407233,,False,39,0b3dd_00002,2025-03-31_03-47-13,2.688236951828003,121.63236999511719,2466894,della-l04g13,172.17.6.173,121.63236999511719,39
3.9358444213867188,1743407235,,False,40,0b3dd_00002,2025-03-31_03-47-15,2.590893030166626,124.22326302528381,2466894,della-l04g13,172.17.6.173,124.22326302528381,40
3.4405858516693115,1743407243,,False,41,0b3dd_00002,2025-03-31_03-47-23,8.154724597930908,132.37798762321472,2466894,della-l04g13,172.17.6.173,132.37798762321472,41
5.037935733795166,1743407246,,False,42,0b3dd_00002,2025-03-31_03-47-26,2.221010446548462,134.59899806976318,2466894,della-l04g13,172.17.6.173,134.59899806976318,42
3.349519729614258,1743407248,,False,43,0b3dd_00002,2025-03-31_03-47-28,2.5400161743164062,137.1390142440796,2466894,della-l04g13,172.17.6.173,137.1390142440796,43
3.2113986015319824,1743407251,,False,44,0b3dd_00002,2025-03-31_03-47-31,2.4219603538513184,139.5609745979309,2466894,della-l04g13,172.17.6.173,139.5609745979309,44
3.429760456085205,1743407253,,False,45,0b3dd_00002,2025-03-31_03-47-33,2.5232036113739014,142.0841782093048,2466894,della-l04g13,172.17.6.173,142.0841782093048,45
2.994227886199951,1743407256,,False,46,0b3dd_00002,2025-03-31_03-47-36,2.498194932937622,144.58237314224243,2466894,della-l04g13,172.17.6.173,144.58237314224243,46
5.572572231292725,1743407258,,False,47,0b3dd_00002,2025-03-31_03-47-38,2.4431204795837402,147.02549362182617,2466894,della-l04g13,172.17.6.173,147.02549362182617,47
2.792895555496216,1743407260,,False,48,0b3dd_00002,2025-03-31_03-47-40,2.2790355682373047,149.30452919006348,2466894,della-l04g13,172.17.6.173,149.30452919006348,48
2.680497407913208,1743407263,,False,49,0b3dd_00002,2025-03-31_03-47-43,2.4436147212982178,151.7481439113617,2466894,della-l04g13,172.17.6.173,151.7481439113617,49
3.0006237030029297,1743407265,,False,50,0b3dd_00002,2025-03-31_03-47-45,2.3459529876708984,154.0940968990326,2466894,della-l04g13,172.17.6.173,154.0940968990326,50
3.033217668533325,1743407268,,False,51,0b3dd_00002,2025-03-31_03-47-48,2.5384843349456787,156.63258123397827,2466894,della-l04g13,172.17.6.173,156.63258123397827,51
3.97664737701416,1743407270,,False,52,0b3dd_00002,2025-03-31_03-47-50,2.4926095008850098,159.12519073486328,2466894,della-l04g13,172.17.6.173,159.12519073486328,52
2.85636830329895,1743407273,,False,53,0b3dd_00002,2025-03-31_03-47-53,2.5332601070404053,161.6584508419037,2466894,della-l04g13,172.17.6.173,161.6584508419037,53
3.5153656005859375,1743407275,,False,54,0b3dd_00002,2025-03-31_03-47-55,2.546443223953247,164.20489406585693,2466894,della-l04g13,172.17.6.173,164.20489406585693,54
3.591139793395996,1743407278,,False,55,0b3dd_00002,2025-03-31_03-47-58,2.5905370712280273,166.79543113708496,2466894,della-l04g13,172.17.6.173,166.79543113708496,55
2.6311235427856445,1743407281,,False,56,0b3dd_00002,2025-03-31_03-48-01,2.5617051124572754,169.35713624954224,2466894,della-l04g13,172.17.6.173,169.35713624954224,56
3.8414392471313477,1743407283,,False,57,0b3dd_00002,2025-03-31_03-48-03,2.468376874923706,171.82551312446594,2466894,della-l04g13,172.17.6.173,171.82551312446594,57
12.729156494140625,1743407286,,False,58,0b3dd_00002,2025-03-31_03-48-06,2.4832983016967773,174.30881142616272,2466894,della-l04g13,172.17.6.173,174.30881142616272,58
2.241525411605835,1743407288,,False,59,0b3dd_00002,2025-03-31_03-48-08,2.5746796131134033,176.88349103927612,2466894,della-l04g13,172.17.6.173,176.88349103927612,59
3.0500903129577637,1743407291,,False,60,0b3dd_00002,2025-03-31_03-48-11,2.5999515056610107,179.48344254493713,2466894,della-l04g13,172.17.6.173,179.48344254493713,60
3.5435733795166016,1743407300,,False,61,0b3dd_00002,2025-03-31_03-48-20,8.806938886642456,188.2903814315796,2466894,della-l04g13,172.17.6.173,188.2903814315796,61
2.1791419982910156,1743407302,,False,62,0b3dd_00002,2025-03-31_03-48-22,2.237393617630005,190.5277750492096,2466894,della-l04g13,172.17.6.173,190.5277750492096,62
8.784513473510742,1743407304,,False,63,0b3dd_00002,2025-03-31_03-48-24,2.3094589710235596,192.83723402023315,2466894,della-l04g13,172.17.6.173,192.83723402023315,63
2.1456589698791504,1743407307,,False,64,0b3dd_00002,2025-03-31_03-48-27,2.502004623413086,195.33923864364624,2466894,della-l04g13,172.17.6.173,195.33923864364624,64
2.160529375076294,1743407309,,False,65,0b3dd_00002,2025-03-31_03-48-29,2.5242607593536377,197.86349940299988,2466894,della-l04g13,172.17.6.173,197.86349940299988,65
4.434208869934082,1743407312,,False,66,0b3dd_00002,2025-03-31_03-48-32,2.5134053230285645,200.37690472602844,2466894,della-l04g13,172.17.6.173,200.37690472602844,66
2.112276077270508,1743407314,,False,67,0b3dd_00002,2025-03-31_03-48-34,2.750577926635742,203.12748265266418,2466894,della-l04g13,172.17.6.173,203.12748265266418,67
2.4703280925750732,1743407317,,False,68,0b3dd_00002,2025-03-31_03-48-37,2.4615373611450195,205.5890200138092,2466894,della-l04g13,172.17.6.173,205.5890200138092,68
3.2371883392333984,1743407319,,False,69,0b3dd_00002,2025-03-31_03-48-39,2.476755380630493,208.0657753944397,2466894,della-l04g13,172.17.6.173,208.0657753944397,69
2.3139748573303223,1743407322,,False,70,0b3dd_00002,2025-03-31_03-48-42,2.6344265937805176,210.70020198822021,2466894,della-l04g13,172.17.6.173,210.70020198822021,70
3.6687633991241455,1743407325,,False,71,0b3dd_00002,2025-03-31_03-48-45,2.526038408279419,213.22624039649963,2466894,della-l04g13,172.17.6.173,213.22624039649963,71
