hashname,model,latent_size,max_epochs,seed,lr,weight_decay,encoder_size,file_index,vf_hidden_size,vf_num_layers,output_nonlinearity,heldin_size,heldout_size,alpha,n_heldin,n_heldout,fr_scaling,rect_func,obs_noise,dispersion,state_r2,rate_r2,co-bps,cycle_con,source_table,model_from,normalized_latent_size,high_rate_r2,high_state_r2,high_cobps,high_cycle_con
95e869f5,fr,512,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,,1.0,0.8445248007774353,0.7889226078987122,0.2053090780973434,0.9989442229270936,Table_1,GNode,1.0,False,False,False,True
4c485089,fr,64,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,,1.0,0.0388331599533557,-0.6067719459533691,-0.1200418174266815,0.9987878203392028,Table_1,GNode,0.125,False,False,False,True
1f5ba8c6,fr,64,500,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,,1.0,0.0375323481857776,-0.612830400466919,-0.1213950142264366,0.9987872242927552,Table_1,GNode,0.125,False,False,False,True
27ea651f,fr,512,500,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,,1.0,0.8445260524749756,0.7889217734336853,0.205308735370636,0.9989442229270936,Table_1,GNode,1.0,False,False,False,True
1f5ba8c6,fr,64,500,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,,1.0,0.0375323481857776,-0.612830400466919,-0.1213950142264366,0.9987872242927552,Table_1,GNode,0.125,False,False,False,True
27ea651f,fr,512,500,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,,1.0,0.8445260524749756,0.7889217734336853,0.205308735370636,0.9989442229270936,Table_1,GNode,1.0,False,False,False,True
51898186,fr,256,500,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,,1.0,0.8430505394935608,0.8201678991317749,0.2168805301189422,0.999192237854004,Table_1,GNode,0.5,False,False,False,True
51898186,fr,256,500,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,,1.0,0.8430505394935608,0.8201678991317749,0.2168805301189422,0.999192237854004,Table_1,GNode,0.5,False,False,False,True
59aafcad,fr,256,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,,1.0,0.8123236894607544,0.7922918200492859,0.2176215201616287,0.9994009733200072,Table_1,GNode,0.5,False,False,False,True
59aafcad,fr,256,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,,1.0,0.8123236894607544,0.7922918200492859,0.2176215201616287,0.9994009733200072,Table_1,GNode,0.5,False,False,False,True
ff5116ad,fr,512,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,,1.0,0.8192095160484314,0.8074110150337219,0.2157201766967773,0.9993273019790648,Table_1,GNode,1.0,False,False,False,True
ff5116ad,fr,512,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,,1.0,0.8192095160484314,0.8074110150337219,0.2157201766967773,0.9993273019790648,Table_1,GNode,1.0,False,False,False,True
9cfa68af,fr,256,501,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,,1.0,0.8123427629470825,0.7923110127449036,0.2176269888877868,0.9994010925292968,Table_1,GNode,0.5,False,False,False,True
9cfa68af,fr,256,501,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,,1.0,0.8123427629470825,0.7923110127449036,0.2176269888877868,0.9994010925292968,Table_1,GNode,0.5,False,False,False,True
822fb8eb,fr,512,501,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,,1.0,0.819209098815918,0.8074111938476562,0.2157198339700698,0.9993273019790648,Table_1,GNode,1.0,False,False,False,True
822fb8eb,fr,512,501,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,,1.0,0.819209098815918,0.8074111938476562,0.2157198339700698,0.9993273019790648,Table_1,GNode,1.0,False,False,False,True
