hashname,model,latent_size,max_epochs,seed,lr,weight_decay,encoder_size,file_index,vf_hidden_size,vf_num_layers,output_nonlinearity,heldin_size,heldout_size,alpha,n_heldin,n_heldout,fr_scaling,rect_func,obs_noise,dispersion,state_r2,rate_r2,co-bps,cycle_con,source_table,model_from,normalized_latent_size,high_rate_r2,high_state_r2,high_cobps,high_cycle_con
11705b7b,fr,512,500,0,0.0001,0.0001,128,21,,,torch.nn.functional.softplus,280,300,,280,20,1.0,softplus,,1.0,0.8659864664077759,0.7235834002494812,0.1970464587211609,0.987328052520752,Table_3,NODE,1.0,False,True,False,False
11705b7b,fr,512,500,0,0.0001,0.0001,128,21,,,torch.nn.functional.softplus,280,300,,280,20,1.0,softplus,,1.0,0.8659864664077759,0.7235834002494812,0.1970464587211609,0.987328052520752,Table_3,NODE,1.0,False,True,False,False
d18cfa2a,fr,512,500,0,0.0001,0.0001,128,21,,,,280,300,,280,20,1.0,softplus,,1.0,0.8659857511520386,0.7235840559005737,0.197046622633934,0.9873279333114624,Table_3,NODE,1.0,False,True,False,False
d18cfa2a,fr,512,500,0,0.0001,0.0001,128,21,,,,280,300,,280,20,1.0,softplus,,1.0,0.8659857511520386,0.7235840559005737,0.197046622633934,0.9873279333114624,Table_3,NODE,1.0,False,True,False,False
2bc7620c,fr,512,501,0,0.0001,0.0001,128,21,,,torch.nn.functional.softplus,280,300,,280,20,1.0,softplus,,1.0,0.8931621313095093,0.8185802102088928,0.2252764999866485,0.9947478771209716,Table_3,NODE,1.0,False,True,True,False
2bc7620c,fr,512,501,0,0.0001,0.0001,128,21,,,torch.nn.functional.softplus,280,300,,280,20,1.0,softplus,,1.0,0.8931621313095093,0.8185802102088928,0.2252764999866485,0.9947478771209716,Table_3,NODE,1.0,False,True,True,False
116e9443,fr,512,501,0,0.0001,0.0001,128,21,,,,280,300,,280,20,1.0,softplus,,1.0,0.8931522369384766,0.8185657262802124,0.2252724170684814,0.9947476387023926,Table_3,NODE,1.0,False,True,True,False
116e9443,fr,512,501,0,0.0001,0.0001,128,21,,,,280,300,,280,20,1.0,softplus,,1.0,0.8931522369384766,0.8185657262802124,0.2252724170684814,0.9947476387023926,Table_3,NODE,1.0,False,True,True,False
5d21cdb9,fr,512,500,0,0.0001,0.0001,128,21,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,,1.0,0.9179543852806092,0.8313489556312561,0.2239361405372619,0.9853476285934448,Table_3,NODE,1.0,False,True,True,False
5d21cdb9,fr,512,500,0,0.0001,0.0001,128,21,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,,1.0,0.9179543852806092,0.8313489556312561,0.2239361405372619,0.9853476285934448,Table_3,NODE,1.0,False,True,True,False
491f4d12,fr,512,500,0,0.0001,0.0001,128,21,,,,200,300,,200,100,1.0,softplus,,1.0,0.9179583787918092,0.8313596844673157,0.2239388078451156,0.9853484034538268,Table_3,NODE,1.0,False,True,True,False
491f4d12,fr,512,500,0,0.0001,0.0001,128,21,,,,200,300,,200,100,1.0,softplus,,1.0,0.9179583787918092,0.8313596844673157,0.2239388078451156,0.9853484034538268,Table_3,NODE,1.0,False,True,True,False
2456e958,fr,512,501,0,0.0001,0.0001,128,21,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,,1.0,0.88088458776474,0.8245242238044739,0.2237330228090286,0.9948031902313232,Table_3,NODE,1.0,False,True,True,False
2456e958,fr,512,501,0,0.0001,0.0001,128,21,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,,1.0,0.88088458776474,0.8245242238044739,0.2237330228090286,0.9948031902313232,Table_3,NODE,1.0,False,True,True,False
2fcbfe2e,fr,512,501,0,0.0001,0.0001,128,21,,,,200,300,,200,100,1.0,softplus,,1.0,0.8808842897415161,0.8245168924331665,0.2237319499254226,0.9948039054870604,Table_3,NODE,1.0,False,True,True,False
2fcbfe2e,fr,512,501,0,0.0001,0.0001,128,21,,,,200,300,,200,100,1.0,softplus,,1.0,0.8808842897415161,0.8245168924331665,0.2237319499254226,0.9948039054870604,Table_3,NODE,1.0,False,True,True,False
