hashname,20250407_PC_NODE_grid_final_latent_size,_max_epochs,_seed,_lr,_weight_decay,_encoder_size,_file_index,_output_nonlinearity,_heldin_size,_heldout_size,_n_heldin,_n_heldout,_fr_scaling,_rect_func,_obs_noise,_dispersion,_alpha,_vf_hidden_size,_vf_num_layers,state_r2,rate_r2,co-bps,cycle_con
ecf08c3e,256,501,0,0.0001,0.0001,128,21,torch.nn.functional.softplus,200,300,200,100,1.0,softplus,poisson,1.0,,,,0.6962316036224365,0.5305357575416565,0.1347692757844925,0.9989367127418518
ecf08c3e,256,501,0,0.0001,0.0001,128,21,torch.nn.functional.softplus,200,300,200,100,1.0,softplus,poisson,1.0,,,,0.6962316036224365,0.5305357575416565,0.1347692757844925,0.9989367127418518
2456e958,512,501,0,0.0001,0.0001,128,21,torch.nn.functional.softplus,200,300,200,100,1.0,softplus,poisson,1.0,,,,0.88088458776474,0.8245242238044739,0.22373302280902863,0.9948031902313232
2456e958,512,501,0,0.0001,0.0001,128,21,torch.nn.functional.softplus,200,300,200,100,1.0,softplus,poisson,1.0,,,,0.88088458776474,0.8245242238044739,0.22373302280902863,0.9948031902313232
bed9658e,32,501,0,0.0001,0.0001,128,21,,200,300,200,100,1.0,softplus,poisson,1.0,,,,0.7518183588981628,0.4226241409778595,0.10205809772014618,0.9980587363243103
bed9658e,32,501,0,0.0001,0.0001,128,21,,200,300,200,100,1.0,softplus,poisson,1.0,,,,0.7518183588981628,0.4226241409778595,0.10205809772014618,0.9980587363243103
4925fdf9,64,501,0,0.0001,0.0001,128,21,,200,300,200,100,1.0,softplus,poisson,1.0,,,,0.5629898905754089,0.3418547809123993,0.08384357392787933,0.995250940322876
4925fdf9,64,501,0,0.0001,0.0001,128,21,,200,300,200,100,1.0,softplus,poisson,1.0,,,,0.5629898905754089,0.3418547809123993,0.08384357392787933,0.995250940322876
11bb2f49,128,501,0,0.0001,0.0001,128,21,,200,300,200,100,1.0,softplus,poisson,1.0,,,,0.675700843334198,0.5317956209182739,0.13081523776054382,0.998537540435791
11bb2f49,128,501,0,0.0001,0.0001,128,21,,200,300,200,100,1.0,softplus,poisson,1.0,,,,0.675700843334198,0.5317956209182739,0.13081523776054382,0.998537540435791
1cc9649b,256,501,0,0.0001,0.0001,128,21,,200,300,200,100,1.0,softplus,poisson,1.0,,,,0.6967933177947998,0.5338525772094727,0.13550429046154022,0.9989421963691711
1cc9649b,256,501,0,0.0001,0.0001,128,21,,200,300,200,100,1.0,softplus,poisson,1.0,,,,0.6967933177947998,0.5338525772094727,0.13550429046154022,0.9989421963691711
2fcbfe2e,512,501,0,0.0001,0.0001,128,21,,200,300,200,100,1.0,softplus,poisson,1.0,,,,0.8808842897415161,0.8245168924331665,0.22373194992542267,0.9948039054870605
2fcbfe2e,512,501,0,0.0001,0.0001,128,21,,200,300,200,100,1.0,softplus,poisson,1.0,,,,0.8808842897415161,0.8245168924331665,0.22373194992542267,0.9948039054870605
12593a9a,5,500,0,0.002,0.0,128,21,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9786680936813354,0.9986359477043152,0.27418816089630127,0.9999025464057922
0dba453e,2,500,0,0.002,0.0,128,21,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9793846011161804,0.9996050596237183,0.2743854820728302,1.0
5aeb895e,3,500,0,0.002,0.0,128,21,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9771744012832642,0.996553361415863,0.2736832797527313,0.9999774694442749
2cce6a48,32,500,0,0.002,0.0,128,21,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.885596513748169,0.9964552521705627,0.2737919092178345,0.9445316195487976
e1a93f7a,10,500,0,0.002,0.0,128,21,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9773383140563965,0.9982852935791016,0.2741334140300751,0.9991288781166077
0dba453e,2,500,0,0.002,0.0,128,21,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9793846011161804,0.9996050596237183,0.2743854820728302,1.0
5aeb895e,3,500,0,0.002,0.0,128,21,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9771744012832642,0.996553361415863,0.2736832797527313,0.9999774694442749
12593a9a,5,500,0,0.002,0.0,128,21,,280,300,280,20,1.0,softplus,poisson,1.0,0.05,128.0,3.0,0.9786680936813354,0.9986359477043152,0.27418816089630127,0.9999025464057922
