hashname,model,20250412_PC_gNODE_sweep_latent_size,_max_epochs,_seed,_lr,_weight_decay,_encoder_size,_file_index,_vf_hidden_size,_vf_num_layers,_output_nonlinearity,_heldin_size,_heldout_size,_alpha,_n_heldin,_n_heldout,_fr_scaling,_rect_func,_obs_noise,_dispersion,state_r2,rate_r2,co-bps,cycle_con
fdb85e91,gru,32,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.5493648648262024,0.5730786323547363,0.1574131995439529,0.9971575140953064
fdb85e91,gru,32,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.5493648648262024,0.5730786323547363,0.1574131995439529,0.9971575140953064
672cee54,gru,64,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.8264951705932617,0.7476903796195984,0.2060827910900116,0.9947128891944884
672cee54,gru,64,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.8264951705932617,0.7476903796195984,0.2060827910900116,0.9947128891944884
946eb608,gru,128,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.832176148891449,0.766046404838562,0.2105313092470169,0.9981821179389954
946eb608,gru,128,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.832176148891449,0.766046404838562,0.2105313092470169,0.9981821179389954
f561fd9e,gru,256,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.843464195728302,0.7890853881835938,0.2203554809093475,0.999424695968628
f561fd9e,gru,256,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.843464195728302,0.7890853881835938,0.2203554809093475,0.999424695968628
1bf19918,gru,512,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.7638156414031982,0.6108601093292236,0.1761218309402465,0.9996432065963744
1bf19918,gru,512,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,250,300,,250,50,1.0,softplus,poisson,1.0,0.7638156414031982,0.6108601093292236,0.1761218309402465,0.9996432065963744
9e2e31fe,gru,32,501,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.5506749749183655,0.577904224395752,0.1583350002765655,0.9971303343772888
9e2e31fe,gru,32,501,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.5506749749183655,0.577904224395752,0.1583350002765655,0.9971303343772888
ece98f7b,gru,64,501,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.8240475058555603,0.7467691898345947,0.2056985795497894,0.994718074798584
ece98f7b,gru,64,501,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.8240475058555603,0.7467691898345947,0.2056985795497894,0.994718074798584
021612fc,gru,128,501,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.8332494497299194,0.766586422920227,0.2108179926872253,0.9981858134269714
021612fc,gru,128,501,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.8332494497299194,0.766586422920227,0.2108179926872253,0.9981858134269714
e60b5326,gru,256,501,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.8430976271629333,0.788712203502655,0.2202235758304596,0.99942547082901
e60b5326,gru,256,501,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.8430976271629333,0.788712203502655,0.2202235758304596,0.99942547082901
1221f4a0,gru,512,501,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.7660665512084961,0.6052273511886597,0.1755322068929672,0.9996402859687804
1221f4a0,gru,512,501,0,0.0001,0.0001,128,10,,,,250,300,,250,50,1.0,softplus,poisson,1.0,0.7660665512084961,0.6052273511886597,0.1755322068929672,0.9996402859687804
0a086b19,gnode,32,500,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,250,300,0.1,250,50,1.0,softplus,poisson,1.0,0.8705155849456787,0.99816232919693,0.2805121839046478,0.8788018226623535
8eb73e78,gnode,10,500,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,250,300,0.1,250,50,1.0,softplus,poisson,1.0,0.9673804044723512,0.9985989332199096,0.2805954217910766,0.998477339744568
4ec1fc58,gnode,64,500,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,250,300,0.1,250,50,1.0,softplus,poisson,1.0,0.7231519818305969,0.9954119324684144,0.279944896697998,0.7767710089683533
53b7548a,gnode,3,500,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,250,300,0.1,250,50,1.0,softplus,poisson,1.0,0.9710565209388732,0.9994642734527588,0.2808078825473785,0.9999675154685974
2e454f5d,gnode,5,500,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,250,300,0.1,250,50,1.0,softplus,poisson,1.0,0.971285343170166,0.9994364976882936,0.2808199226856231,0.9996744394302368
d566470b,gnode,2,500,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,250,300,0.1,250,50,1.0,softplus,poisson,1.0,0.971465229988098,0.9997153282165528,0.2808686196804046,1.0
53b7548a,gnode,3,500,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,250,300,0.1,250,50,1.0,softplus,poisson,1.0,0.9710565209388732,0.9994642734527588,0.2808078825473785,0.9999675154685974
2e454f5d,gnode,5,500,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,250,300,0.1,250,50,1.0,softplus,poisson,1.0,0.971285343170166,0.9994364976882936,0.2808199226856231,0.9996744394302368
0a086b19,gnode,32,500,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,250,300,0.1,250,50,1.0,softplus,poisson,1.0,0.8705155849456787,0.99816232919693,0.2805121839046478,0.8788018226623535
8eb73e78,gnode,10,500,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,250,300,0.1,250,50,1.0,softplus,poisson,1.0,0.9673804044723512,0.9985989332199096,0.2805954217910766,0.998477339744568
d566470b,gnode,2,500,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,250,300,0.1,250,50,1.0,softplus,poisson,1.0,0.971465229988098,0.9997153282165528,0.2808686196804046,1.0
4ec1fc58,gnode,64,500,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,250,300,0.1,250,50,1.0,softplus,poisson,1.0,0.7231519818305969,0.9954119324684144,0.279944896697998,0.7767710089683533
932a575d,gnode,2,501,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,250,300,0.1,250,50,1.0,softplus,poisson,1.0,0.9711796045303344,0.999555766582489,0.2808183133602142,1.0
932a575d,gnode,2,501,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,250,300,0.1,250,50,1.0,softplus,poisson,1.0,0.9711796045303344,0.999555766582489,0.2808183133602142,1.0
d4dfdc16,gnode,3,501,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,250,300,0.1,250,50,1.0,softplus,poisson,1.0,0.9706633687019348,0.999326229095459,0.2807731926441192,0.9999656081199646
d4dfdc16,gnode,3,501,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,250,300,0.1,250,50,1.0,softplus,poisson,1.0,0.9706633687019348,0.999326229095459,0.2807731926441192,0.9999656081199646
b77e32df,gnode,5,501,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,250,300,0.1,250,50,1.0,softplus,poisson,1.0,0.9707475304603576,0.9985076189041138,0.280606210231781,0.9996830224990844
b77e32df,gnode,5,501,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,250,300,0.1,250,50,1.0,softplus,poisson,1.0,0.9707475304603576,0.9985076189041138,0.280606210231781,0.9996830224990844
047eb157,gnode,10,501,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,250,300,0.1,250,50,1.0,softplus,poisson,1.0,0.966418981552124,0.9986838102340698,0.2806586027145386,0.9985533356666564
047eb157,gnode,10,501,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,250,300,0.1,250,50,1.0,softplus,poisson,1.0,0.966418981552124,0.9986838102340698,0.2806586027145386,0.9985533356666564
734917aa,gnode,32,501,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,250,300,0.1,250,50,1.0,softplus,poisson,1.0,0.8707526326179504,0.9981573224067688,0.2805121839046478,0.8800371289253235
9dc644f8,gnode,64,501,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,250,300,0.1,250,50,1.0,softplus,poisson,1.0,0.719950795173645,0.9952558279037476,0.2799627482891083,0.7787560224533081
734917aa,gnode,32,501,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,250,300,0.1,250,50,1.0,softplus,poisson,1.0,0.8707526326179504,0.9981573224067688,0.2805121839046478,0.8800371289253235
9dc644f8,gnode,64,501,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,250,300,0.1,250,50,1.0,softplus,poisson,1.0,0.719950795173645,0.9952558279037476,0.2799627482891083,0.7787560224533081
3cdf23ce,fr,32,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,poisson,1.0,0.4608946442604065,0.4962675869464874,0.136249154806137,0.9966405630111694
3d84f657,fr,128,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,poisson,1.0,0.7416808009147644,0.610291600227356,0.1553253382444381,0.9758242964744568
4c485089,fr,64,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,poisson,1.0,0.0388331599533557,-0.6067719459533691,-0.1200418174266815,0.9987878203392028
849e5565,fr,256,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,poisson,1.0,0.843049943447113,0.8201675415039062,0.2168803513050079,0.999192237854004
3cdf23ce,fr,32,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,poisson,1.0,0.4608946442604065,0.4962675869464874,0.136249154806137,0.9966405630111694
3d84f657,fr,128,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,poisson,1.0,0.7416808009147644,0.610291600227356,0.1553253382444381,0.9758242964744568
95e869f5,fr,512,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,poisson,1.0,0.8445248007774353,0.7889226078987122,0.2053090780973434,0.9989442229270936
4c485089,fr,64,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,poisson,1.0,0.0388331599533557,-0.6067719459533691,-0.1200418174266815,0.9987878203392028
849e5565,fr,256,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,poisson,1.0,0.843049943447113,0.8201675415039062,0.2168803513050079,0.999192237854004
87cad0a3,fr,32,500,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,poisson,1.0,0.4486900568008423,0.4855684340000152,0.1336985975503921,0.9966529607772828
95e869f5,fr,512,500,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,poisson,1.0,0.8445248007774353,0.7889226078987122,0.2053090780973434,0.9989442229270936
87cad0a3,fr,32,500,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,poisson,1.0,0.4486900568008423,0.4855684340000152,0.1336985975503921,0.9966529607772828
1f5ba8c6,fr,64,500,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,poisson,1.0,0.0375323481857776,-0.612830400466919,-0.1213950142264366,0.9987872242927552
1f5ba8c6,fr,64,500,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,poisson,1.0,0.0375323481857776,-0.612830400466919,-0.1213950142264366,0.9987872242927552
ac2cd44c,fr,128,500,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,poisson,1.0,0.7417308688163757,0.6104369759559631,0.1553639322519302,0.9758235216140748
ac2cd44c,fr,128,500,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,poisson,1.0,0.7417308688163757,0.6104369759559631,0.1553639322519302,0.9758235216140748
51898186,fr,256,500,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,poisson,1.0,0.8430505394935608,0.8201678991317749,0.2168805301189422,0.999192237854004
51898186,fr,256,500,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,poisson,1.0,0.8430505394935608,0.8201678991317749,0.2168805301189422,0.999192237854004
27ea651f,fr,512,500,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,poisson,1.0,0.8445260524749756,0.7889217734336853,0.205308735370636,0.9989442229270936
27ea651f,fr,512,500,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,poisson,1.0,0.8445260524749756,0.7889217734336853,0.205308735370636,0.9989442229270936
2650a493,fr,32,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,poisson,1.0,0.6092367172241211,0.6214057803153992,0.1653448641300201,0.996290922164917
2650a493,fr,32,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,poisson,1.0,0.6092367172241211,0.6214057803153992,0.1653448641300201,0.996290922164917
472d76b9,fr,64,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,poisson,1.0,0.5982100963592529,0.5908967852592468,0.1563209742307663,0.9983456134796144
472d76b9,fr,64,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,poisson,1.0,0.5982100963592529,0.5908967852592468,0.1563209742307663,0.9983456134796144
d12d0fcb,fr,128,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,poisson,1.0,0.7996187210083008,0.7069584131240845,0.1824424862861633,0.9792741537094116
d12d0fcb,fr,128,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,poisson,1.0,0.7996187210083008,0.7069584131240845,0.1824424862861633,0.9792741537094116
59aafcad,fr,256,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,poisson,1.0,0.8123236894607544,0.7922918200492859,0.2176215201616287,0.9994009733200072
59aafcad,fr,256,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,poisson,1.0,0.8123236894607544,0.7922918200492859,0.2176215201616287,0.9994009733200072
ff5116ad,fr,512,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,poisson,1.0,0.8192095160484314,0.8074110150337219,0.2157201766967773,0.9993273019790648
ff5116ad,fr,512,501,0,0.0001,0.0001,128,10,,,torch.nn.functional.softplus,200,300,,200,100,1.0,softplus,poisson,1.0,0.8192095160484314,0.8074110150337219,0.2157201766967773,0.9993273019790648
0517d079,fr,32,501,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,poisson,1.0,0.6090940237045288,0.6214048266410828,0.1653441488742828,0.9962905645370485
0517d079,fr,32,501,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,poisson,1.0,0.6090940237045288,0.6214048266410828,0.1653441488742828,0.9962905645370485
d1e41d15,fr,64,501,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,poisson,1.0,0.5982545614242554,0.5908766388893127,0.1563149541616439,0.998345911502838
d1e41d15,fr,64,501,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,poisson,1.0,0.5982545614242554,0.5908766388893127,0.1563149541616439,0.998345911502838
5cc314ac,fr,128,501,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,poisson,1.0,0.799497663974762,0.7069991827011108,0.1824564784765243,0.97927325963974
5cc314ac,fr,128,501,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,poisson,1.0,0.799497663974762,0.7069991827011108,0.1824564784765243,0.97927325963974
9cfa68af,fr,256,501,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,poisson,1.0,0.8123427629470825,0.7923110127449036,0.2176269888877868,0.9994010925292968
9cfa68af,fr,256,501,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,poisson,1.0,0.8123427629470825,0.7923110127449036,0.2176269888877868,0.9994010925292968
822fb8eb,fr,512,501,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,poisson,1.0,0.819209098815918,0.8074111938476562,0.2157198339700698,0.9993273019790648
822fb8eb,fr,512,501,0,0.0001,0.0001,128,10,,,,200,300,,200,100,1.0,softplus,poisson,1.0,0.819209098815918,0.8074111938476562,0.2157198339700698,0.9993273019790648
01745b0e,node,3,500,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9712378978729248,0.9995688199996948,0.2808392941951751,0.9999685883522034
57420c5d,node,10,500,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9647727608680724,0.9992076754570008,0.2808074355125427,0.9987532496452332
19f85d76,node,5,500,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9680058360099792,0.9993197321891784,0.2807858288288116,0.9998340010643004
5507ff92,node,2,500,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9689327478408812,0.9996665120124816,0.2808493971824646,1.0
b7f1d587,node,32,500,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9093714952468872,0.9981271624565125,0.2806026935577392,0.9649288654327391
01745b0e,node,3,500,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9712378978729248,0.9995688199996948,0.2808392941951751,0.9999685883522034
57420c5d,node,10,500,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9647727608680724,0.9992076754570008,0.2808074355125427,0.9987532496452332
19f85d76,node,5,500,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9680058360099792,0.9993197321891784,0.2807858288288116,0.9998340010643004
5507ff92,node,2,500,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9689327478408812,0.9996665120124816,0.2808493971824646,1.0
b7f1d587,node,32,500,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9093714952468872,0.9981271624565125,0.2806026935577392,0.9649288654327391
a9c6abc0,node,64,500,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.7260257601737976,0.9954444766044616,0.2800156474113464,0.8879155516624451
a9c6abc0,node,64,500,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.7260257601737976,0.9954444766044616,0.2800156474113464,0.8879155516624451
398e186f,node,2,500,0,0.002,0.0,128,10,128.0,3.0,,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9689297676086426,0.9996643662452698,0.280847817659378,1.0
ee6f4460,node,3,500,0,0.002,0.0,128,10,128.0,3.0,,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9712435603141784,0.999570906162262,0.2808396816253662,0.9999684691429138
ee6f4460,node,3,500,0,0.002,0.0,128,10,128.0,3.0,,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9712435603141784,0.999570906162262,0.2808396816253662,0.9999684691429138
398e186f,node,2,500,0,0.002,0.0,128,10,128.0,3.0,,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9689297676086426,0.9996643662452698,0.280847817659378,1.0
23a73c5f,node,5,500,0,0.002,0.0,128,10,128.0,3.0,,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9680072069168092,0.9993200302124025,0.280785471200943,0.999834418296814
23a73c5f,node,5,500,0,0.002,0.0,128,10,128.0,3.0,,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9680072069168092,0.9993200302124025,0.280785471200943,0.999834418296814
44cb59e9,node,10,500,0,0.002,0.0,128,10,128.0,3.0,,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9647853970527648,0.9992082118988036,0.280807614326477,0.998749315738678
44cb59e9,node,10,500,0,0.002,0.0,128,10,128.0,3.0,,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9647853970527648,0.9992082118988036,0.280807614326477,0.998749315738678
e3c824c4,node,32,500,0,0.002,0.0,128,10,128.0,3.0,,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9095651507377625,0.9981278777122498,0.2805984616279602,0.9655987024307252
e3c824c4,node,32,500,0,0.002,0.0,128,10,128.0,3.0,,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9095651507377625,0.9981278777122498,0.2805984616279602,0.9655987024307252
b8b48028,node,64,500,0,0.002,0.0,128,10,128.0,3.0,,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.7259774208068848,0.9954658150672911,0.2800246775150299,0.8877130150794983
b8b48028,node,64,500,0,0.002,0.0,128,10,128.0,3.0,,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.7259774208068848,0.9954658150672911,0.2800246775150299,0.8877130150794983
662d3bc2,node,2,501,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9689722657203674,0.9995226860046388,0.2808290421962738,1.0
662d3bc2,node,2,501,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9689722657203674,0.9995226860046388,0.2808290421962738,1.0
c41cfd0f,node,3,501,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9724401831626892,0.9991843700408936,0.2807077169418335,0.9999703764915466
c41cfd0f,node,3,501,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9724401831626892,0.9991843700408936,0.2807077169418335,0.9999703764915466
fbd661a2,node,5,501,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9700415134429932,0.999204158782959,0.2807686328887939,0.9998326301574708
fbd661a2,node,5,501,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9700415134429932,0.999204158782959,0.2807686328887939,0.9998326301574708
f45a1eb6,node,10,501,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9650989770889282,0.9992364048957824,0.2808108031749725,0.998784840106964
f45a1eb6,node,10,501,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9650989770889282,0.9992364048957824,0.2808108031749725,0.998784840106964
4781235d,node,32,501,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9031215906143188,0.9981358647346495,0.2806036174297333,0.9601127505302428
4781235d,node,32,501,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9031215906143188,0.9981358647346495,0.2806036174297333,0.9601127505302428
5b5eed4c,node,64,501,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.7182815670967102,0.9954570531845092,0.2800058722496032,0.8811537027359009
5b5eed4c,node,64,501,0,0.002,0.0,128,10,128.0,3.0,torch.nn.functional.softplus,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.7182815670967102,0.9954570531845092,0.2800058722496032,0.8811537027359009
a7380367,node,2,501,0,0.002,0.0,128,10,128.0,3.0,,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9689684510231018,0.9995213150978088,0.2808285057544708,1.0
a7380367,node,2,501,0,0.002,0.0,128,10,128.0,3.0,,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9689684510231018,0.9995213150978088,0.2808285057544708,1.0
6fabb7c5,node,3,501,0,0.002,0.0,128,10,128.0,3.0,,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9724459052085876,0.9991855621337892,0.2807079255580902,0.9999710321426392
6fabb7c5,node,3,501,0,0.002,0.0,128,10,128.0,3.0,,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9724459052085876,0.9991855621337892,0.2807079255580902,0.9999710321426392
4b386e39,node,5,501,0,0.002,0.0,128,10,128.0,3.0,,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.970038652420044,0.9992040991783142,0.280768483877182,0.9998318552970886
4b386e39,node,5,501,0,0.002,0.0,128,10,128.0,3.0,,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.970038652420044,0.9992040991783142,0.280768483877182,0.9998318552970886
140c6e8f,node,10,501,0,0.002,0.0,128,10,128.0,3.0,,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9650883078575134,0.9992350935935974,0.2808099091053009,0.9987808465957642
140c6e8f,node,10,501,0,0.002,0.0,128,10,128.0,3.0,,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9650883078575134,0.9992350935935974,0.2808099091053009,0.9987808465957642
fd514f56,node,32,501,0,0.002,0.0,128,10,128.0,3.0,,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9027843475341796,0.9981268048286438,0.2806021869182586,0.959792137145996
fd514f56,node,32,501,0,0.002,0.0,128,10,128.0,3.0,,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.9027843475341796,0.9981268048286438,0.2806021869182586,0.959792137145996
4c2d6827,node,64,501,0,0.002,0.0,128,10,128.0,3.0,,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.7180652022361755,0.9954856038093568,0.2800202369689941,0.8801525235176086
4c2d6827,node,64,501,0,0.002,0.0,128,10,128.0,3.0,,200,300,0.05,200,100,1.0,softplus,poisson,1.0,0.7180652022361755,0.9954856038093568,0.2800202369689941,0.8801525235176086
7f66f908,gnode,3,500,0,0.002,0.0,128,10,64.0,3.0,torch.nn.functional.softplus,200,300,0.1,200,100,1.0,softplus,poisson,1.0,0.9708947539329528,0.9995175004005432,0.2808253467082977,0.9999578595161438
